rank,name,country,region,hospital_type,total_score,percentile,certification_count
8751,Sitaram Bhartia Institute of Science & Research; New Delhi; Delhi; India,India,Unknown,Hospital,0,9.71,0
8752,Siyathemba Clinic,South Africa,Unknown,None,0,9.70,0
8753,SJM Super Speciality Hospital; Noida; Uttar Pradesh; India,India,Unknown,Hospital,0,9.69,0
8754,skandan nursing home,India,Unknown,None,0,9.68,0
8755,SKR Hospital & Trauma Centre Pvt. Ltd.; Pathankot; Punjab; India,India,Unknown,Hospital,0,9.67,0
8756,SKS Hospital & Postgraduate Medical Institute; Salem; Tamil Nadu; India,India,Unknown,Hospital,0,9.66,0
8757,Sleep & Health Clinic,United Kingdom,Unknown,None,0,9.65,0
8758,SLG Hospitals; (A Unit of Sree Lakshmi Gayathri Hospitals Private Limited); Hyderabad; Telangana; India,India,Unknown,Hospital,0,9.64,0
8759,Sloane Hospital,United Kingdom,Unknown,None,0,9.63,0
8760,Slotervaartziekenhuis,Netherlands,Unknown,None,0,9.62,0
8761,Smallpox Hospital,United States,Unknown,None,0,9.61,0
8762,Smaran Advance Dental Clinic; Pune; Maharashtra; India,India,Unknown,Dental Facility,0,9.60,0
8763,Smayan Hospital; Varanasi; Uttar Pradesh; India,India,Unknown,Hospital,0,9.59,0
8764,Smile 32 Dental Clinic ; Jaipur; Rajasthan; India,India,Unknown,Dental Facility,0,9.58,0
8765,Smile 4 Suree Dental Clinic; New Delhi; Delhi; India,India,Unknown,Dental Facility,0,9.57,0
8766,Smile And Shine Dental; Visakhapatnam; Andhra Pradesh; India,India,Unknown,Dental Facility,0,9.56,0
8767,Smile Bright Multispeciality Dental Clinic; Delhi; Delhi; India,India,Unknown,Dental Facility,0,9.54,0
8768,Smile Care Dental Clinic; Bhopal; Madhya Pradesh; India,India,Unknown,Dental Facility,0,9.53,0
8769,Smile Cure Dental Clinic; Delhi; Delhi; India,India,Unknown,Dental Facility,0,9.52,0
8770,Smile Dental Clinic and Health Care; Sahibabad; Ghaziabad; Uttar Pradesh; India,India,Unknown,Dental Facility,0,9.51,0
8771,Smile Dental Clinics; Guntur; Andhra Pradesh; India,India,Unknown,Dental Facility,0,9.50,0
8772,Smile Makers Oral and Dental Health Care Center; Ahmednagar; Maharashtra; India,India,Unknown,Dental Facility,0,9.49,0
8773,Smile N Shine Dental care centre; Gurgaon; Haryana; India,India,Unknown,Dental Facility,0,9.48,0
8774,Smile N Shine Orthodontic Care Pvt. Ltd.; Pune; Maharashtra; India,India,Unknown,Dental Facility,0,9.47,0
8775,Smile Savers Dental Clinic; Ghaziabad; Uttar Pradesh; India,India,Unknown,Dental Facility,0,9.46,0
8776,Smile Sculptors; Bangalore; Karnataka; India,India,Unknown,Dental Facility,0,9.45,0
8777,Smile Super Speciality Dental Hospital; Nellore; Andhra Pradesh; India,India,Unknown,Dental Facility,0,9.44,0
8778,Smilera Dental Clinic; Jaipur; Rajasthan; India,India,Unknown,Dental Facility,0,9.43,0
8779,Smiles Dental Specialities; Bangalore; Karnataka; India,India,Unknown,Dental Facility,0,9.42,0
8780,Smirk Dental and Implant centre; New Delhi; Delhi; India,India,Unknown,Dental Facility,0,9.41,0
8781,SMIT CAFAT,France,Unknown,None,0,9.40,0
8782,Smita Memorial Hospital And Research Centre (A Unit Of Advani Olickal Health Care Services Pvt Ltd) ; Idukki; Kerala; India,India,Unknown,Hospital,0,9.39,0
8783,Smith County Memorial Hospital,United States,Unknown,None,0,9.38,0
8784,SMRC's V.M. Salgaocar Hospital; South Goa; Goa; India,India,Unknown,Hospital,0,9.37,0
8785,Smriti Raj Dentistry; Dwarka; Delhi; Delhi; India,India,Unknown,Dental Facility,0,9.36,0
8786,SMT Paarvati Devi Hospital; Amritsar; Punjab; India,India,Unknown,Hospital,0,9.35,0
8787,Smt. Jayaben Mody Hospital; Bharuch; Gujarat; India,India,Unknown,Hospital,0,9.34,0
8788,Smt. Rasilaben Sevantilal Shah Venus Hospital; Surat; Gujarat; India,India,Unknown,Hospital,0,9.33,0
8789,Smt. RB Shah Mahavir Super Specialty Hospital; Surat; Gujarat; India,India,Unknown,Hospital,0,9.32,0
8790,Smt. S. R. Mehta & Sir K. P. Cardiac Institute; Mumbai; Maharashtra; India,India,Unknown,Hospital,0,9.31,0
8791,SMT. SMS Multispeciality Hospital; Ahmedabad; Gujarat; India,India,Unknown,Hospital,0,9.30,0
8792,SMUR CHARTRES,France,Unknown,None,0,9.29,0
8793,SMUR Cherbourg,France,Unknown,None,0,9.28,0
8794,SMVS Swaminarayan Hospital and Research Foundation; Gandhinagar; Gujarat; India,India,Unknown,Hospital,0,9.27,0
8795,Sociedade Portuguesa de Beneficência,Brazil,Unknown,None,0,9.26,0
8796,Society for the Lying-In Hospital,United States,Unknown,None,0,9.25,0
8797,Sohana Hospital (A Multi Super Specialty Hospital) A Unit of Sri Guru Harkrishan Sahib (c) Eye Hospital Trust; Mohali; Punjab; India,India,Unknown,Hospital,0,9.24,0
8798,Solanki Hospital; Alwar; Rajasthan; India,India,Unknown,Hospital,0,9.23,0
8799,Solapur Cancer Center; Solapur; Maharashtra; India,India,Unknown,Hospital,0,9.21,0
8800,Solar Hospital : Grace GPS Healthcare Pvt. Ltd.; Ahmedabad; Gujarat; India,India,Unknown,Hospital,0,9.20,0
8801,Solomon Mental Health Center,United States,Unknown,None,0,9.19,0
8802,Solothurner Spitäler AG,Switzerland,Unknown,None,0,9.18,0
8803,Somani Dental Clinic; Gondia; Maharashtra; India,India,Unknown,Dental Facility,0,9.17,0
8804,Somayaji Hospital; ; Bantwal; Karnataka; India,India,Unknown,Hospital,0,9.16,0
8805,Soni Hospital; Jaipur; Rajasthan; India,India,Unknown,Hospital,0,9.15,0
8806,Sonia Hospital; Delhi; Delhi; India,India,Unknown,Hospital,0,9.14,0
8807,Sonnenhof AG Bern,Switzerland,Unknown,None,0,9.13,0
8808,Sonoma Valley Hospital,United States,Unknown,None,0,9.12,0
8809,Sophia Children's Hospital,Netherlands,Unknown,None,0,9.11,0
8810,Sorake Chandrashekar Hoapital.Pvt Ltd Mangalore; Mangalore; Karnataka; India,India,Unknown,Hospital,0,9.10,0
8811,Soujanya Clinic,India,Unknown,None,0,9.09,0
8812,Soukhyada Health Care Private Limited; Davanagere; Karnataka; India,India,Unknown,Hospital,0,9.08,0
8813,South City Hospital; Bangalore; Karnataka; India,India,Unknown,Hospital,0,9.07,0
8814,South Entrance,United Kingdom,Unknown,None,0,9.06,0
8815,South Florida State Hospital,United States,Unknown,None,0,9.05,0
8816,South Shore Primary Care Centre,United Kingdom,Unknown,None,0,9.04,0
8817,Southlake Medical Centre,South Africa,Unknown,None,0,9.03,0
8818,Southwest Dental Centre; New Delhi; Delhi; India,India,Unknown,Dental Facility,0,9.02,0
8819,Sozialmedizinisches Zentrum Floridsdorf,Austria,Unknown,None,0,9.01,0
8820,Sozialmedizinisches Zentrum Ost – Donauspital,Austria,Unknown,None,0,9.00,0
8821,Sozialmedizinisches Zentrum Sophienspital,Austria,Unknown,None,0,8.99,0
8822,SP Fort Hospital; Thiruvananthapuram; Kerala; India,India,Unknown,Hospital,0,8.98,0
8823,Spaarne Hospital Hoofddorp,Netherlands,Unknown,None,0,8.97,0
8824,SpaMedica Epsom,United Kingdom,Unknown,None,0,8.96,0
8825,Spandan Multipsecilaity Hospital; Vadodara; Gujarat; India,India,Unknown,Hospital,0,8.95,0
8826,Spandana Heart Care Centre,India,Unknown,None,0,8.94,0
8827,Spar Hospital; Jhunjhunu; Rajasthan; India,India,Unknown,Hospital,0,8.93,0
8828,Sparsh Dental Clinic ; Ahmedabad; Gujarat; India,India,Unknown,Dental Facility,0,8.92,0
8829,Sparsh Hospital  (A Unit of Shiva and Shiva Orthopaedic Hospital Pvt. Ltd.); Bangalore; Bangalore; India,India,Unknown,Hospital,0,8.91,0
8830,Sparsh Hospital (A Unit Of Shiva & Shiva Orthopaedic Hospital Private Limited); Bangalore; Karnataka; India,India,Unknown,Hospital,0,8.89,0
8831,Sparsh Hospital for Accidents Orthopedics; Plastic & Maxillo Facial Surgery; Bangalore; Karnataka; India,India,Unknown,Hospital,0,8.88,0
8832,Sparsh Neuro & Superspeciality Hospital; Solapur; Maharashtra; India,India,Unknown,Hospital,0,8.87,0
8833,Sparsh Super Speciality Hospital; Yeashwanthpur; Bangalore; Karnataka; India,India,Unknown,Hospital,0,8.86,0
8834,Specialistic Hospital in Sanok,Poland,Unknown,None,0,8.85,0
8835,Specialty Hospital Jacksonville,United States,Unknown,None,0,8.84,0
8836,Specialty Rehabilitation Hospital,US,Unknown,None,0,8.83,0
8837,Specjalistyczny Szpital Miejski im. M. Kopernika,Poland,Unknown,None,0,8.82,0
8838,Spence and Becky Wilson Baptist Children's Hospital,United States,Unknown,None,0,8.81,0
8839,Spes Super Speciality Hospital; Greater Noida; Uttar Pradesh; India,India,Unknown,Hospital,0,8.80,0
8840,Spescare Helderberg,South Africa,Unknown,None,0,8.79,0
8841,Spital,Germany,Unknown,None,0,8.78,0
8842,SPM Hospital; Kanpur; Uttar Pradesh; India,India,Unknown,Hospital,0,8.77,0
8843,Springfield Clinic Wabash,United States,Unknown,None,0,8.76,0
8844,SRCC Childrens Hospital - Managed by Narayana Health; Mumbai; Maharashtra; India,India,Unknown,Hospital,0,8.75,0
8845,SREC Health Center,India,Unknown,None,0,8.74,0
8846,Sree Balaji Medical College And Hospital; Chennai; Tamil Nadu; India,India,Unknown,Hospital,0,8.73,0
8847,sree dhanalakshmi family clinic,India,Unknown,None,0,8.72,0
8848,Sree Gokulam Medical College and Research Foundation; Thiruvananthapuram; Kerala; India,India,Unknown,Hospital,0,8.71,0
8849,Sree Implant And Maxillofacial Dental Hospital; Hyderabad; Telangana; India,India,Unknown,Dental Facility,0,8.70,0
8850,Sree Jayam Ortho & Multi Speciality Hospital; Salem; Tamil Nadu; India,India,Unknown,Hospital,0,8.69,0
8851,Sree Mookambika Institute of Medical Sciences; Kanyakumari; Tamil Nadu; India,India,Unknown,Hospital,0,8.68,0
8852,Sree Netralaya Eye Hospital & Laser Centre; Hyderabad; Telangana; India,India,Unknown,Hospital,0,8.67,0
8853,Sree Priya Multi Speciality Hospital,India,Unknown,None,0,8.66,0
8854,Sree Rama Devi Multispeciality Hospital; Bhavani Nagar; Tirupati; Andhra Pradesh; India,India,Unknown,Hospital,0,8.65,0
8855,Sree Renga Hospital; Chengalpet; Tamil Nadu; India,India,Unknown,Hospital,0,8.64,0
8856,Sreshta Sri Kamala Hospital; Hyderabad; Telangana; India,India,Unknown,Hospital,0,8.63,0
8857,SRG Hospital; Jaipur; Rajasthan; India,India,Unknown,Hospital,0,8.62,0
8858,Sri Aurobindo Institute Of Medical Sciences (SAIMS Hospital); Indore; Madhya Pradesh; India,India,Unknown,Hospital,0,8.61,0
8859,Sri Balaji Action Medical Institute; New Delhi; Delhi; India,India,Unknown,Hospital,0,8.60,0
8860,Sri Balaji Hospital; Chennai; Tamil Nadu; India,India,Unknown,Hospital,0,8.59,0
8861,Sri Chandra Sekara Hospital; Hosur; Tamil Nadu; India,India,Unknown,Hospital,0,8.57,0
8862,Sri Charaka Ayurveda,India,Unknown,None,0,8.56,0
8863,Sri Datta Hospitals; Guntur; Andhra Pradesh; India,India,Unknown,Hospital,0,8.55,0
8864,Sri Dental Care; Eluru; Andhra Pradesh; India,India,Unknown,Dental Facility,0,8.54,0
8865,Sri Dental Clinic; A Unit Of Apple Oral And Dental Private Limited; West Godavari; Andhra Pradesh; India,India,Unknown,Dental Facility,0,8.53,0
8866,Sri Devi Speciality Hospial,India,Unknown,None,0,8.52,0
8867,Sri Durga Multispeciality Dental Clinic; Kondapalli; Krishna; Andhra Pradesh; India,India,Unknown,Dental Facility,0,8.51,0
8868,Sri Ganesh Super Speciality Dental Hospital; East Godavari ; Rajahmundry; Andhra Pradesh; India,India,Unknown,Dental Facility,0,8.50,0
8869,Sri Guru Harkrishan Sahib ( C ) Eye Hospital Trust- Sohana ( Dental Department); Sohana; Punjab; India,India,Unknown,Dental Facility,0,8.49,0
8870,Sri Guru Ram Dass Charitable Hospita; Amritsar; Punjab; India,India,Unknown,Hospital,0,8.48,0
8871,Sri Guru Ram Dass Charitable Hospital; Amritsar; Punjab; India,India,Unknown,Hospital,0,8.47,0
8872,Sri Guru Ram Dass Institute of Medical Sciences and Research; Amritsar; Punjab; India,India,Unknown,Hospital,0,8.46,0
8873,Sri Jayadeva Institute of Cardiovascular Sciences & Research; Bangalore; Karnataka; India,India,Unknown,Hospital,0,8.45,0
8874,Sri Kamakshi Sai Dental Clinic; Tirupati; Andhra Pradesh; India,India,Unknown,Dental Facility,0,8.44,0
8875,Sri Kara Hospital; Secunderabad; Andhra Pradesh; India,India,Unknown,Hospital,0,8.43,0
8876,Sri Kauvery Medical Care (India) Limited; Chennai; Tamil Nadu; India,India,Unknown,Hospital,0,8.42,0
8877,Sri Kauvery Medical Care India Ltd.; Tiruchirappalli; Tamil Nadu; India,India,Unknown,Hospital,0,8.41,0
8878,Sri Krishna Dental Clinic; Guntur; Andhra Pradesh; India,India,Unknown,Dental Facility,0,8.40,0
8879,Sri Kumaran Hospital; Tiruchirappalli; Tamil Nadu; India,India,Unknown,Hospital,0,8.39,0
8880,Sri Laasya Dental Clinic; Visakhapatnam; Andhra Pradesh; India,India,Unknown,Dental Facility,0,8.38,0
8881,Sri Lakshmi Surgical Truma; Ortho & Multi Speciality Hospital; Haveri; Karnataka; India,India,Unknown,Hospital,0,8.37,0
8882,Sri Manakula Vinayagar Medical College and Hospital; Puducherry; Puducherry; India,India,Unknown,Hospital,0,8.36,0
8883,Sri Maruthi Speciality Hospitals; Chittor; Andhra Pradesh; India,India,Unknown,Hospital,0,8.35,0
8884,Sri Narayani Hospital and Research Centre; Vellore; Tamil Nadu; India,India,Unknown,Hospital,0,8.34,0
8885,Sri Ramachandra Hospital; Chennai; Tamil Nadu; India,India,Unknown,Hospital,0,8.33,0
8886,Sri Ramachandra Medical Centre and Hospital,India,Unknown,None,0,8.32,0
8887,Sri Ramachandra Medical Centre; Chennai; Tamil Nadu; India,India,Unknown,Hospital,0,8.31,0
8888,Sri Ramakrishna Dental Hospital,India,Unknown,None,0,8.30,0
8889,Sri Ramakrishna Hospital; Coimbatore; Tamil Nadu; India,India,Unknown,Hospital,0,8.29,0
8890,Sri Ramana Cosmetic Dental Clinic Ceramic Implant Centre; Kurnool; Andhra Pradesh; India,India,Unknown,Dental Facility,0,8.28,0
8891,Sri Sai Appolo Dental Hospital; Anantapur; Andhra Pradesh; India,India,Unknown,Dental Facility,0,8.27,0
8892,Sri Sai Chandra Dental Care; Guntur; Andhra Pradesh; India,India,Unknown,Dental Facility,0,8.26,0
8893,Sri Sai Dental Hospital; Krishnankoil; Tamil Nadu; India,India,Unknown,Dental Facility,0,8.24,0
8894,Sri Sai Hospital; Moradabad; Uttar Pradesh; India,India,Unknown,Hospital,0,8.23,0
8895,Sri Sai Hospitals; Bangalore; Karnataka; India,India,Unknown,Hospital,0,8.22,0
8896,Sri Sai Life Line Hospital ; Karimnagar; Andhra Pradesh; India,India,Unknown,Hospital,0,8.21,0
8897,Sri Sai Surya Dental Care ; Srikakulam; Andhra Pradesh; India,India,Unknown,Dental Facility,0,8.20,0
8898,Sri Sampath Vinayaka Rupa Multispeciality Dental Clinic; Srikakulam; Andhra Pradesh; India,India,Unknown,Dental Facility,0,8.19,0
8899,Sri Sathya Sai institute Of Higher Medical Sciences; Ananthpur; Prasanthigram; Andhra Pradesh; India,India,Unknown,Hospital,0,8.18,0
8900,Sri Satya Sai Gokul Dental Clinic; Kadapa; Andhra Pradesh; India,India,Unknown,Dental Facility,0,8.17,0
8901,Sri Shankara Cancer Hospital And Research Centre; Bangalore; Karnataka; India,India,Unknown,Hospital,0,8.16,0
8902,Sri Sharanya Nursing Home and Critical Care Centre; Warangal; Hanamkonda; Telangana; India,India,Unknown,Hospital,0,8.15,0
8903,Sri Sivani,India,Unknown,None,0,8.14,0
8904,Sri Smiles Super Speciality Dental Hospital; West Godavari; Tanuku; Andhra Pradesh; India,India,Unknown,Dental Facility,0,8.13,0
8905,Sri Suba Kowsik Hospital; Devakottai ; Tamil Nadu; India,India,Unknown,Hospital,0,8.12,0
8906,Sri Venkateshwaraa Medical College Hospital and Research Centre; Ariyur; Puducherry; India,India,Unknown,Hospital,0,8.11,0
8907,Sri Venkateswara Institute Of Medical Sciences; Chittoor; Tirupati; Andhra Pradesh; India,India,Unknown,Hospital,0,8.10,0
8908,Sri Vijaya Hospitals,India,Unknown,None,0,8.09,0
8909,Sri Vijayalakshmi Pragathi Hospital,India,Unknown,None,0,8.08,0
8910,Sri Vinayaka Poly Clinic,India,Unknown,None,0,8.07,0
8911,Srian Dental Hospital; Kurnool; Andhra Pradesh; India,India,Unknown,Dental Facility,0,8.06,0
8912,Srikara Hospitals ; Hyderabad; Telangana; India,India,Unknown,Hospital,0,8.05,0
8913,Srikara Hospitals; Madinaguda; Hyderabad; Telangana; India,India,Unknown,Hospital,0,8.04,0
8914,Srinivas Clinic,India,Unknown,None,0,8.03,0
8915,Srinivas Institute of Medical Sciences and Research Centre ; Mangalore; Karnataka; India,India,Unknown,Hospital,0,8.02,0
8916,Sriraksha,India,Unknown,None,0,8.01,0
8917,Srisaisudhahospitals(Multispeciality); Tirupati; Andhra Pradesh; India,India,Unknown,Hospital,0,8.00,0
8918,Srishti Medicare Pvt. Ltd.; Jaipur; Rajasthan; India,India,Unknown,Hospital,0,7.99,0
8919,SRK Max Hospital (A Unit of Shri Ram Krishana Healthcare Pvt Ltd.); Jaipur; Rajasthan; India,India,Unknown,Hospital,0,7.98,0
8920,SRM Dental Hospital,India,Unknown,None,0,7.97,0
8921,SRM Institute for Medical Science; Chennai; Tamil Nadu; India,India,Unknown,Hospital,0,7.96,0
8922,SRM Medical College Hospital and Research Centre (A Unit of SRM Institute of Science and Technology); Kanchipuram; Tamil Nadu; India,India,Unknown,Hospital,0,7.95,0
8923,Srushti Hospital; Bangalore; Karnataka; India,India,Unknown,Hospital,0,7.94,0
8924,SS Hospital; Alwar; Rajasthan; India,India,Unknown,Hospital,0,7.92,0
8925,SSB Heart And Multispecialty Hospital (A Unit of SSB Central Hospital and Research Center Limited); Faridabad; Haryana; India,India,Unknown,Hospital,0,7.91,0
8926,SSM Health Cardinal Glennon Children’s Hospital,United States,Unknown,None,0,7.90,0
8927,SSM Health Saint Louis University Hospital,United States,Unknown,None,0,7.89,0
8928,SSR Les Abeilles,France,Unknown,None,0,7.88,0
8929,St Anne's Hospice,United Kingdom,Unknown,None,0,7.87,0
8930,St Anns Jubille Memorial Hospital; Visakhapatnam; Andhra Pradesh; India,India,Unknown,Hospital,0,7.86,0
8931,St Antonius Spital in Gmünd,Austria,Unknown,None,0,7.85,0
8932,St Bernard's Hospital,United Kingdom,Unknown,None,0,7.84,0
8933,St George's Hospital,United Kingdom,Unknown,None,0,7.83,0
8934,St Helens Hospital,United Kingdom,Unknown,None,0,7.82,0
8935,St James's Hospital A&E,United Kingdom,Unknown,None,0,7.81,0
8936,St John Ambulance - Not manned 24/7,United Kingdom,Unknown,None,0,7.80,0
8937,St John Ambulance Kununurra,Australia,Unknown,None,0,7.79,0
8938,St John of God Hospital,Australia,Unknown,None,0,7.78,0
8939,St Joseph's Satellite Health Facility,Canada,Unknown,None,0,7.77,0
8940,St Luke Hospital,India,Unknown,None,0,7.76,0
8941,St Margarets Rehabilitation Hospital,Australia,Unknown,None,0,7.75,0
8942,St Mary's Hospital,India,Unknown,None,0,7.74,0
8943,St Matthews Hospital,GB,Unknown,None,0,7.73,0
8944,St Monicas Hospital,United Kingdom,Unknown,None,0,7.72,0
8945,St. Ann's Hospital; Vijayawada; Andhra Pradesh; India,India,Unknown,Hospital,0,7.71,0
8946,St. Anna Kinderspital,Austria,Unknown,None,0,7.70,0
8947,St. Barnabas Hospital; Ranchi; Jharkhand; India,India,Unknown,Hospital,0,7.69,0
8948,St. Blasien Hospital,Germany,Unknown,None,0,7.68,0
8949,St. Elisabeth Hospital,Netherlands,Unknown,None,0,7.67,0
8950,St. Gregorios Medical Mission Hospital; Tiruvalla; Kerala; India,India,Unknown,Hospital,0,7.66,0
8951,St. Hedwig hospital,Germany,Unknown,None,0,7.65,0
8952,St. Isabel’s Hospital; Chennai; Tamil Nadu; India,India,Unknown,Hospital,0,7.64,0
8953,St. John's Medical College Hospital; Bangalore; Karnataka; India,India,Unknown,Hospital,0,7.63,0
8954,St. Josef Krankenhaus; Vienna,Austria,Unknown,None,0,7.62,0
8955,St. Josefs-Hospital Bochum-Linden,Germany,Unknown,None,0,7.60,0
8956,St. Josefs-Hospital Wiesbaden,Germany,Unknown,None,0,7.59,0
8957,St. Joseph Hospital Kagondo,Tanzania,Unknown,None,0,7.58,0
8958,St. Joseph's General Hospital; Nellore; Andhra Pradesh; India,India,Unknown,Hospital,0,7.57,0
8959,St. Joseph's Hospital and Health Centre,Canada,Unknown,None,0,7.56,0
8960,St. Joseph's Hospital; Ghaziabad; Uttar Pradesh; India,India,Unknown,Hospital,0,7.55,0
8961,St. Joseph-Stift Dresden,Germany,Unknown,None,0,7.54,0
8962,St. Josephs Hospital; Lucknow; Uttar Pradesh; India,India,Unknown,Hospital,0,7.53,0
8963,St. Landry Extended Care Hospital,United States,Unknown,None,0,7.52,0
8964,St. Luke’s Canyon View Behavioral Health Services,United States,Unknown,None,0,7.51,0
8965,St. Marien-Hospital,Germany,Unknown,None,0,7.50,0
8966,St. Martha's Hospital; Bangalore; Bangalore; India,India,Unknown,Hospital,0,7.49,0
8967,St. Mary's Hospital,Canada,Unknown,None,0,7.48,0
8968,St. Michael's Hospital,Canada,Unknown,None,0,7.47,0
8969,St. Philomena’s Hospital; Bangalore; Karnataka; India,India,Unknown,Hospital,0,7.46,0
8970,St. Rochus-Hospital Telgte,Germany,Unknown,None,0,7.45,0
8971,St. Stephen's Hospital; Central Delhi; Delhi; India,India,Unknown,Hospital,0,7.44,0
8972,St. Thomas Hospital; Chennai; Tamil Nadu; India,India,Unknown,Hospital,0,7.43,0
8973,St. Ursula Hospital; Lohardaga; Jharkhand; India,India,Unknown,Hospital,0,7.42,0
8974,St. Vincentius clinics,Germany,Unknown,None,0,7.41,0
8975,St. Vincenz-Krankenhaus Paderborn,Germany,Unknown,None,0,7.40,0
8976,St.-Franziskus-Hospital Münster,Germany,Unknown,None,0,7.39,0
8977,St.-Marien-Hospital,Germany,Unknown,None,0,7.38,0
8978,St.-Petri-Hospital Warburg,Germany,Unknown,None,0,7.37,0
8979,St.Joseph Hospital; Dindigul; Tamil Nadu; India,India,Unknown,Hospital,0,7.36,0
8980,St.MaryS Hospital; Kottayam; Kerala; India,India,Unknown,Hospital,0,7.35,0
8981,St.Theresa's Hospital; Erragada; Hyderabad; Telangana; India,India,Unknown,Hospital,0,7.34,0
8982,St.Thomas Hospital; Changanassery; Kottayam; Kerala; India,India,Unknown,Hospital,0,7.33,0
8983,Star Dental Clinic; Delhi; Delhi; India,India,Unknown,Dental Facility,0,7.32,0
8984,Star Dental Experts; Eluru; Andhra Pradesh; India,India,Unknown,Dental Facility,0,7.31,0
8985,Star Dental Hospital & Root Canal Centre; Chittoor; Tirupati; Andhra Pradesh; India,India,Unknown,Dental Facility,0,7.30,0
8986,Star Hospitals; Hyderabad; Telangana; India,India,Unknown,Hospital,0,7.29,0
8987,Star Synergy Hospital (A Unit Of Saurashtra Medicare LLP); Rajkot; Gujarat; India,India,Unknown,Hospital,0,7.27,0
8988,Starcare Hospital Kozhikode Private Limited; Kozhikode; Kerala; India,India,Unknown,Hospital,0,7.26,0
8989,Stars Dental Clinic; New Delhi; Delhi; India,India,Unknown,Dental Facility,0,7.25,0
8990,State Hospital South,United States,Unknown,None,0,7.24,0
8991,Stephens County Hospital,United States,Unknown,None,0,7.23,0
8992,Sterling Cancer Hospital; Vadodara; Gujarat; India,India,Unknown,Hospital,0,7.22,0
8993,Sterling Hospital Div. Of Addlife Medical Institute Pvt. Ltd.,India,Unknown,None,0,7.21,0
8994,Sterling Hospitals; Ahmedabad; Gujarat; India,India,Unknown,Hospital,0,7.20,0
8995,Sterling Hospitals; Rajkot; Gujarat; India,India,Unknown,Hospital,0,7.19,0
8996,Sterling Hospitals; Vadodara; Gujarat; India,India,Unknown,Hospital,0,7.18,0
8997,Sterling Ram Krishna Speciality Hospital; Gandhidham; Kutch; Gujarat; India,India,Unknown,Hospital,0,7.17,0
8998,Stewart House,GB,Unknown,None,0,7.16,0
8999,Steynsburg Hospital,South Africa,Unknown,None,0,7.15,0
9000,Stoke Mandeville Hospital,United Kingdom,Unknown,None,0,7.14,0
9001,Stollery Children's Hospital,Canada,Unknown,None,0,7.13,0
9002,Strait Richmond Hospital,Canada,Unknown,None,0,7.12,0
9003,Strathcarron Hospice,United Kingdom,Unknown,None,0,7.11,0
9004,Stratton Hospital,United Kingdom,Unknown,None,0,7.10,0
9005,Streaky Bay Hospital,Australia,Unknown,None,0,7.09,0
9006,Stuivenberg hospital,Belgium,Unknown,None,0,7.08,0
9007,Städtische Kliniken Dortmund,Germany,Unknown,None,0,7.07,0
9008,Städtisches Krankenhaus Kiel,Germany,Unknown,None,0,7.06,0
9009,Suchirayu Healthcare Solution Ltd.; Hubli; Karnataka; India,India,Unknown,Hospital,0,7.05,0
9010,Sudarashan Multi-Speciality Hospital ( A Unit Of Ravi Hospitals Private Limited.); Ghaziabad; Uttar Pradesh; India,India,Unknown,Hospital,0,7.04,0
9011,Sudha Hospital & Medical Research Center Private Limited; Kota; Rajasthan; India,India,Unknown,Hospital,0,7.03,0
9012,Sudha Hospital & Medical Research Centre Pvt. Ltd.; Kota; Rajasthan; India,India,Unknown,Hospital,0,7.02,0
9013,Sudha Surgical Hospital; Varanasi; Uttar Pradesh; India,India,Unknown,Hospital,0,7.01,0
9014,Sugansugaa Medical Centre; Tirupur; Tamil Nadu; India,India,Unknown,Hospital,0,7.00,0
9015,Sujay's Dental Care; Bangalore; Karnataka; India,India,Unknown,Dental Facility,0,6.99,0
9016,Sukhda Hospital,India,Unknown,None,0,6.98,0
9017,Sukhda Multi Speciality Hospital (A Unit of Vandam Healthcare Pvt. Ltd); Hisar; Haryana; India,India,Unknown,Hospital,0,6.97,0
9018,Sultan Haji Ahmad Shah Hospital,Malaysia,Unknown,None,0,6.95,0
9019,Sum Ultimate Medicare; Bhubneshwar; Orissa; India,India,Unknown,Hospital,0,6.94,0
9020,Suman Hospitals Private Limited; Nasik; Maharashtra; India,India,Unknown,Hospital,0,6.93,0
9021,Sumanhospital And Endosurgical Centre; Chennai; Tamil Nadu; India,India,Unknown,Hospital,0,6.92,0
9022,Sumiran Women's Hospital; Ahmedabad; Gujarat; India,India,Unknown,Hospital,0,6.91,0
9023,Sumitra Hospital; Noida; Uttar Pradesh; India,India,Unknown,Hospital,0,6.90,0
9024,Sun Hospital Pvt. Ltd.; Cuttack; Orissa; India,India,Unknown,Hospital,0,6.89,0
9025,Sun Hospital; Cuttack; Orissa; India,India,Unknown,Hospital,0,6.88,0
9026,Sun Hospital; Mumbai; Maharashtra; India,India,Unknown,Hospital,0,6.87,0
9027,Sun Medical & Research Centre ; Trichur; Kerala; India,India,Unknown,Hospital,0,6.86,0
9028,Sun Medical and Research Centre (A Unit of Trichur Heart Hospital Ltd.); Thrissur; Kerala; India,India,Unknown,Hospital,0,6.85,0
9029,Sundaram Medical Foundation; Chennai; Tamil Nadu; India,India,Unknown,Hospital,0,6.84,0
9030,Sunderland Primary care Trust,United Kingdom,Unknown,None,0,6.83,0
9031,Sundram Hospital; Trichy; Tamil Nadu; India,India,Unknown,Hospital,0,6.82,0
9032,Sunflag Global Hospital; Rohtak; Haryana; India,India,Unknown,Hospital,0,6.81,0
