overall_rank,name,country,region,hospital_type,total_score,percentile,certification_score,quality_initiatives_score,patient_feedback_score,certification_count
699,Mahendra Gayatri Hospital,India,Asia-Pacific,General Hospital,16.8,56.05,16.8,0,0,1
700,Maheshwari Nursing Home,India,Asia-Pacific,General Hospital,16.8,55.98,16.8,0,0,1
701,Mai Khadija Hospital And Research Centre,India,Asia-Pacific,General Hospital,16.8,55.92,16.8,0,0,1
702,Maitreya Medicare Limited,India,Asia-Pacific,General Hospital,16.8,55.86,16.8,0,0,1
703,Maitri Hospital (A Unit of Singhvi Medicare and Research Centre Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,55.79,16.8,0,0,1
704,Malabar Cancer Centre,India,Asia-Pacific,Cancer Specialty,16.8,55.73,16.8,0,0,1
705,Malabar Hospitals (Private) Ltd.,India,Asia-Pacific,General Hospital,16.8,55.67,16.8,0,0,1
706,"Malabar Institute Of Medical Science Limited, Edakkad",India,Asia-Pacific,Teaching Hospital,16.8,55.6,16.8,0,0,1
707,Malabar Institute of Medical Sciences Ltd. (Aster MIMS),India,Asia-Pacific,Teaching Hospital,16.8,55.54,16.8,0,0,1
708,Malabar Institute of Medical Sciences Ltd. (Aster Mother Hospital),India,Asia-Pacific,Teaching Hospital,16.8,55.48,16.8,0,0,1
709,Malabar Medical College Hospital & Research Centre,India,Asia-Pacific,Teaching Hospital,16.8,55.42,16.8,0,0,1
710,Malik Hospital,India,Asia-Pacific,General Hospital,16.8,55.35,16.8,0,0,1
711,Malik Radix Healthcare Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,55.29,16.8,0,0,1
712,Malla Reddy Narayana Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.8,55.23,16.8,0,0,1
713,Mallige Hospital (Mallige Medical Centre Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,55.16,16.8,0,0,1
714,Mamatha Academy of Medical Sciences Hospital,India,Asia-Pacific,General Hospital,16.8,55.1,16.8,0,0,1
715,Mangalam Hospital,India,Asia-Pacific,General Hospital,16.8,55.04,16.8,0,0,1
716,Manglamplus Medicity LLP,India,Asia-Pacific,General Hospital,16.8,54.97,16.8,0,0,1
717,Mani Superspeciality Hospital,India,Asia-Pacific,General Hospital,16.8,54.91,16.8,0,0,1
718,"Manipal Hospital (A Unit of Manipal Hospitals, (East) India Pvt. Ltd.) - (Earlier Certificate issued in the Name of AMRI Hospital Ltd.)",India,Asia-Pacific,General Hospital,16.8,54.85,16.8,0,0,1
719,"Manipal Hospital, North Goa",India,Asia-Pacific,General Hospital,16.8,54.79,16.8,0,0,1
720,"Manipal Hospital, Whitefield",India,Asia-Pacific,General Hospital,16.8,54.72,16.8,0,0,1
721,Manipal Hospitals (Bengaluru) Private Limited,India,Asia-Pacific,General Hospital,16.8,54.66,16.8,0,0,1
722,Manipal Hospitals (East) India Private Limited (MHEIPL) - (Earlier Certificate issued in the Name of AMRI Hospitals Ltd.),India,Asia-Pacific,General Hospital,16.8,54.6,16.8,0,0,1
723,Manipal Hospitals (East) India Private Limited - (Earlier Certificate issued in the Name of AMRI Hospitals Ltd.),India,Asia-Pacific,General Hospital,16.8,54.53,16.8,0,0,1
724,Manipal Hospitals EM Bypass (A Unit of Manipal Hospitals Eastern India Private Limited) - (Earlier Certificate issued in the Name of Medica Superspecialty Hospital),India,Asia-Pacific,General Hospital,16.8,54.47,16.8,0,0,1
725,Manipal Hospitals Private Limited,India,Asia-Pacific,General Hospital,16.8,54.41,16.8,0,0,1
726,"Manipal Hospitals, Whitefield",India,Asia-Pacific,General Hospital,16.8,54.35,16.8,0,0,1
727,"Manipal Northside Hospital, Malleshwaram",India,Asia-Pacific,General Hospital,16.8,54.28,16.8,0,0,1
728,Mann Multispecialty Hospital,India,Asia-Pacific,Multi Specialty,16.8,54.22,16.8,0,0,1
729,Manorama Hospitex Pvt Ltd,India,Asia-Pacific,General Hospital,16.8,54.16,16.8,0,0,1
730,Manthan Hospital,India,Asia-Pacific,General Hospital,16.8,54.09,16.8,0,0,1
731,Manwatkar Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.8,54.03,16.8,0,0,1
732,Mar Sleeva Medicity Palai,India,Asia-Pacific,General Hospital,16.8,53.97,16.8,0,0,1
733,Marble City Hospital,India,Asia-Pacific,General Hospital,16.8,53.9,16.8,0,0,1
734,Marble City Hospital and Research Centre,India,Asia-Pacific,General Hospital,16.8,53.84,16.8,0,0,1
735,Mark Hospital,India,Asia-Pacific,General Hospital,16.8,53.78,16.8,0,0,1
736,Marudhar Hospital,India,Asia-Pacific,General Hospital,16.8,53.72,16.8,0,0,1
737,Marwar Hospital,India,Asia-Pacific,General Hospital,16.8,53.65,16.8,0,0,1
738,Marwari Hospital,India,Asia-Pacific,General Hospital,16.8,53.59,16.8,0,0,1
739,Mary Queens Mission Hospital,India,Asia-Pacific,General Hospital,16.8,53.53,16.8,0,0,1
740,Mata Chanan Devi Hospital,India,Asia-Pacific,General Hospital,16.8,53.46,16.8,0,0,1
741,Mata Roop Rani Maggo Hospital & IVF Centre - (Earlier Certificate issued in the name of Mata Roop Rani Maggo and Mahindru Hospital Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,53.4,16.8,0,0,1
742,Mavjat Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.8,53.34,16.8,0,0,1
743,Max Smart Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.8,53.27,16.8,0,0,1
744,Max Super Speciality Hospital ( A Unit of Devki Devi Foundation),India,Asia-Pacific,General Hospital,16.8,53.21,16.8,0,0,1
745,Max Super Speciality Hospital (A Unit of Alexis Multispeciality Hospital Pvt. Ltd.) - (Earlier Certificate issued in the name of Alexis Multispecialty Hospital),India,Asia-Pacific,Multi Specialty,16.8,53.15,16.8,0,0,1
746,Max Super Speciality Hospital (A Unit of Hometrail Buildtech Private Limited) - (Earlier Certificate issued in the Name of Max Super Specialty Hospital),India,Asia-Pacific,Multi Specialty,16.8,53.09,16.8,0,0,1
747,Max Super Speciality Hospital (A Unit of Starlit Medical Centre Private Limited) - (Earlier Certificate issued in the name of Sahara Hospital),India,Asia-Pacific,General Hospital,16.8,53.02,16.8,0,0,1
748,Max Super Specialty Hospital,India,Asia-Pacific,Multi Specialty,16.8,52.96,16.8,0,0,1
749,Max Super Specialty Hospital (A Unit of Jaypee Healthcare Limited) - (Earlier Certificate issued in the Name of Jaypee Hospital),India,Asia-Pacific,Multi Specialty,16.8,52.9,16.8,0,0,1
750,Max Super Specialty Hospital (A Unit of Muthoot Hospital Pvt. Ltd.),India,Asia-Pacific,Multi Specialty,16.8,52.83,16.8,0,0,1
751,"Max Super Specialty Hospital, Patparganj (Run by Balaji Medical and Diagnostic Research Center)",India,Asia-Pacific,Multi Specialty,16.8,52.77,16.8,0,0,1
752,"Max Super Specialty Hospital, Vaisali",India,Asia-Pacific,Multi Specialty,16.8,52.71,16.8,0,0,1
753,Max Superspecility Hospital,India,Asia-Pacific,General Hospital,16.8,52.64,16.8,0,0,1
754,Maxwell Super Multi Speciality Hospital Private Limited,India,Asia-Pacific,General Hospital,16.8,52.58,16.8,0,0,1
755,Mayom Hospital,India,Asia-Pacific,General Hospital,16.8,52.52,16.8,0,0,1
756,Mazumdar Shaw Medical Centre (Unit of Narayana Hrudayalaya Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,52.46,16.8,0,0,1
757,Med Card Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.8,52.39,16.8,0,0,1
758,Medanta Lucknow (A Unit of Global Health Limited) - (Earlier Certificate issued in the Name Medanta Lucknow (A Unit of Medanta Holdings Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,52.33,16.8,0,0,1
759,Medanta Superspeciality Hospital (A Unit of Global Health Limited) - (Earlier Certificate issued in the Name of Medanta-Indore (A unit of Global Health Pvt. Ltd.)),India,Asia-Pacific,General Hospital,16.8,52.27,16.8,0,0,1
760,Medanta â€“ The Medicity,India,Asia-Pacific,General Hospital,16.8,52.2,16.8,0,0,1
761,Medhansh Hospital,India,Asia-Pacific,General Hospital,16.8,52.14,16.8,0,0,1
762,Medical Trust Hospital,India,Asia-Pacific,General Hospital,16.8,52.08,16.8,0,0,1
763,Medicant Hospital and Research Centre Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,52.02,16.8,0,0,1
764,"Medicover Hospital, Aurangabad",India,Asia-Pacific,General Hospital,16.8,51.95,16.8,0,0,1
765,Medicover Hospitals,India,Asia-Pacific,General Hospital,16.8,51.89,16.8,0,0,1
766,Medicover Hospitals (A Unit of Abhayanjaneya Health Care Pvt.Ltd.),India,Asia-Pacific,General Hospital,16.8,51.83,16.8,0,0,1
767,Medicover Hospitals (A Unit of Sahrudaya Healthcare Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,51.76,16.8,0,0,1
768,Medicover Hospitals (A Unit of Sahrudaya Healthcare Pvt. Ltd.) - (Earlier Certificate issued in the Name of Medicover Hospitals (A Unit of Sahrudaya Healthcare Kurnool Pvt. Ltd.)),India,Asia-Pacific,General Hospital,16.8,51.7,16.8,0,0,1
769,Medicover Hospitals (Sahrudaya Health Care Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,51.64,16.8,0,0,1
770,Medicover Kle Hospital,India,Asia-Pacific,General Hospital,16.8,51.57,16.8,0,0,1
771,Medicover Women and Child Hospitals (A Unit of Sahrudaya Healthcare Pvt. Ltd.) - (Earlier Certificate issued in the name of Medicover Women and Child Hospitals (A Unit of Suyosha Healthcare Pvt. Ltd.),India,Asia-Pacific,Women & Child Specialty,16.8,51.51,16.8,0,0,1
772,"Medigram The Super Speciality , Hospital, A Unit Of Saharanpur Institute Of Medical Sciences",India,Asia-Pacific,Teaching Hospital,16.8,51.45,16.8,0,0,1
773,Medipoint Hospitals Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,51.39,16.8,0,0,1
774,Medipolis Life Care LLP,India,Asia-Pacific,General Hospital,16.8,51.32,16.8,0,0,1
775,Medipulse Hospital,India,Asia-Pacific,General Hospital,16.8,51.26,16.8,0,0,1
776,Meditrina Hospital,India,Asia-Pacific,General Hospital,16.8,51.2,16.8,0,0,1
777,Mediversal Multi Super Specialty Hospital,India,Asia-Pacific,Multi Specialty,16.8,51.13,16.8,0,0,1
778,Medline Hospital,India,Asia-Pacific,General Hospital,16.8,51.07,16.8,0,0,1
779,Medway Hospitals (A Unit of United Alliance Healthcare Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,51.01,16.8,0,0,1
780,Meenakshi Hospital,India,Asia-Pacific,General Hospital,16.8,50.94,16.8,0,0,1
781,Meenakshi Super Speciality Hospital (Run By Sunmed Healthcare Private Limited),India,Asia-Pacific,General Hospital,16.8,50.88,16.8,0,0,1
782,Mehar Hospital (A Unit of Mehar Mediserve LLP),India,Asia-Pacific,General Hospital,16.8,50.82,16.8,0,0,1
783,Mehta Multispeciality Hospital India Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,50.76,16.8,0,0,1
784,Mehta Multispeciality Hospitals India Pvt. Ltd. - Global Campus,India,Asia-Pacific,General Hospital,16.8,50.69,16.8,0,0,1
785,Meitra Hospital (A Unit of premium Medical healthcare providers pvt ltd),India,Asia-Pacific,General Hospital,16.8,50.63,16.8,0,0,1
786,METAS of Seventh Day Adventist Hospital,India,Asia-Pacific,General Hospital,16.8,50.57,16.8,0,0,1
787,Metro Heart Institute with Multispeciality,India,Asia-Pacific,Cardiac Specialty,16.8,50.5,16.8,0,0,1
788,"Metro Hospital & Cancer Institute, Preet Vihar",India,Asia-Pacific,Cancer Specialty,16.8,50.44,16.8,0,0,1
789,Metro Hospital & Heart Institute,India,Asia-Pacific,Cardiac Specialty,16.8,50.38,16.8,0,0,1
790,"Metro Hospital & Heart Institute, Sec. 11 and 12",India,Asia-Pacific,Cardiac Specialty,16.8,50.31,16.8,0,0,1
791,Metro Hospital and Heart Institute,India,Asia-Pacific,Cardiac Specialty,16.8,50.25,16.8,0,0,1
792,Metro MAS Heart Care & Multispecialty Hospital,India,Asia-Pacific,Cardiac Specialty,16.8,50.19,16.8,0,0,1
793,Metromed International Cardiac Centre Pvt. Ltd.,India,Asia-Pacific,Cardiac Specialty,16.8,50.13,16.8,0,0,1
794,MGM (Mohanlal Gupta Memorial) Hospital and Research Center,India,Asia-Pacific,General Hospital,16.8,50.06,16.8,0,0,1
795,MGM Cancer Institute,India,Asia-Pacific,Cancer Specialty,16.8,50.0,16.8,0,0,1
796,MGM Healthcare Pvt Ltd,India,Asia-Pacific,General Hospital,16.8,49.94,16.8,0,0,1
797,MGM Hospital & Research Center Pvt. Ltd,India,Asia-Pacific,General Hospital,16.8,49.87,16.8,0,0,1
798,MGM Hospital and Research Centre,India,Asia-Pacific,General Hospital,16.8,49.81,16.8,0,0,1
799,MGM Medical College & Hospital,India,Asia-Pacific,Teaching Hospital,16.8,49.75,16.8,0,0,1
800,"MGM New Bombay Hospital, Vashi",India,Asia-Pacific,General Hospital,16.8,49.69,16.8,0,0,1
801,MGM SevenHills Hospital (A Unit of MGM Health Care Pvt. Ltd.) - (Earlier Certificate issued in the Name of SevenHills Healthcare Private Limited),India,Asia-Pacific,General Hospital,16.8,49.62,16.8,0,0,1
802,Midas Hospital (A Unit of Midas Multispecialty Hospital Private Limited),India,Asia-Pacific,Multi Specialty,16.8,49.56,16.8,0,0,1
803,"MIMHANS, Neurosciences Hospital",India,Asia-Pacific,Neurological Specialty,16.8,49.5,16.8,0,0,1
804,MIOT Hospitals,India,Asia-Pacific,General Hospital,16.8,49.43,16.8,0,0,1
805,"Miri Piri Institute of Medical Sciences & Research (Chritable Trust), Markanda, Kurukshetra",India,Asia-Pacific,Teaching Hospital,16.8,49.37,16.8,0,0,1
806,Mitera Hospitals Private Limited,India,Asia-Pacific,General Hospital,16.8,49.31,16.8,0,0,1
807,Mittal Bhilai Hospital,India,Asia-Pacific,General Hospital,16.8,49.24,16.8,0,0,1
808,Mittal Hospital and Research Centre,India,Asia-Pacific,General Hospital,16.8,49.18,16.8,0,0,1
809,Mittal Institute of Medical Science,India,Asia-Pacific,Teaching Hospital,16.8,49.12,16.8,0,0,1
810,MMI Naryana Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.8,49.06,16.8,0,0,1
811,MMRRDI Seth Nandlal Dhoot Hospital,India,Asia-Pacific,General Hospital,16.8,48.99,16.8,0,0,1
812,Moga Medicity Superspeciality Hospital (A Unit Of Moga Medicity Private Limited),India,Asia-Pacific,General Hospital,16.8,48.93,16.8,0,0,1
813,"Mohandai Oswal Hospital, G.T Road, Sherpur Bypass",India,Asia-Pacific,General Hospital,16.8,48.87,16.8,0,0,1
814,Monilek Hospital & Research Centre,India,Asia-Pacific,General Hospital,16.8,48.8,16.8,0,0,1
815,Moolchand Hospital,India,Asia-Pacific,General Hospital,16.8,48.74,16.8,0,0,1
816,"Morris Mathias Hospital, Kanyakumari",India,Asia-Pacific,General Hospital,16.8,48.68,16.8,0,0,1
817,Mother Vannini Hospital,India,Asia-Pacific,General Hospital,16.8,48.61,16.8,0,0,1
818,MP Birla Hospirtal & Priyamvada Birla Cancer Research Institute,India,Asia-Pacific,Cancer Specialty,16.8,48.55,16.8,0,0,1
819,MPCT Hospital,India,Asia-Pacific,General Hospital,16.8,48.49,16.8,0,0,1
820,Mukat Hospital and Heart Institute (A Unit of City Clinic Private Limited),India,Asia-Pacific,Cardiac Specialty,16.8,48.43,16.8,0,0,1
821,"Muthoot Healthcare Private Limited, Kozhencherry",India,Asia-Pacific,General Hospital,16.8,48.36,16.8,0,0,1
822,Muthu Meenakshi Hospitals,India,Asia-Pacific,General Hospital,16.8,48.3,16.8,0,0,1
823,MVJ Medical College & Research Hospital,India,Asia-Pacific,Teaching Hospital,16.8,48.24,16.8,0,0,1
824,MVR Cancer & Research Institute,India,Asia-Pacific,Cancer Specialty,16.8,48.17,16.8,0,0,1
825,My Hospital Super Speciality Care (A Unit of Chandigarh Healthcare (P) Ltd.),India,Asia-Pacific,General Hospital,16.8,48.11,16.8,0,0,1
826,N P Rawal Hospitals Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,48.05,16.8,0,0,1
827,"N Z Health & Medicare Center (Zeel Multi Speciality Hospital), Sagwara",India,Asia-Pacific,General Hospital,16.8,47.98,16.8,0,0,1
828,N. C. Jindal Institute Of Medical Care & Research,India,Asia-Pacific,Teaching Hospital,16.8,47.92,16.8,0,0,1
829,N.M. Virani Wockhardt Hospital,India,Asia-Pacific,General Hospital,16.8,47.86,16.8,0,0,1
830,Nagarjuna Hospital,India,Asia-Pacific,General Hospital,16.8,47.8,16.8,0,0,1
831,Nalbari Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.8,47.73,16.8,0,0,1
832,Nanda Hospital,India,Asia-Pacific,General Hospital,16.8,47.67,16.8,0,0,1
833,Narayan Heart and Neuro Superspeciality Hospital,India,Asia-Pacific,Cardiac Specialty,16.8,47.61,16.8,0,0,1
834,Narayan Memorial Hospital (A Unit of Narayan Health Services Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,47.54,16.8,0,0,1
835,Narayan Swaroop Hospital,India,Asia-Pacific,General Hospital,16.8,47.48,16.8,0,0,1
836,Narayana Hrudalaya Surgical Pvt Ltd,India,Asia-Pacific,General Hospital,16.8,47.42,16.8,0,0,1
837,Narayana Institute of Cardiac Sciences (Unit of Narayana Hrudayalaya Ltd.),India,Asia-Pacific,Cardiac Specialty,16.8,47.36,16.8,0,0,1
838,Narayana Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.8,47.29,16.8,0,0,1
839,Narayana Multispeciality Hospital Jaipur (A Unit of Narayana Hrudayalaya Ltd.),India,Asia-Pacific,General Hospital,16.8,47.23,16.8,0,0,1
840,"Narayana Multispecialty Hospital, Sector-3, Opposite HSR Club, HSR Layout",India,Asia-Pacific,Multi Specialty,16.8,47.17,16.8,0,0,1
841,Narayana Superspeciality Hospital,India,Asia-Pacific,General Hospital,16.8,47.1,16.8,0,0,1
842,Narayana Superspeciality Hospital (Unit of MMRHL),India,Asia-Pacific,General Hospital,16.8,47.04,16.8,0,0,1
843,Narinder Mohan Hospital & Heart Centre,India,Asia-Pacific,Cardiac Specialty,16.8,46.98,16.8,0,0,1
844,Narmada Apna Hospital,India,Asia-Pacific,General Hospital,16.8,46.91,16.8,0,0,1
845,Narmada Trauma Centre Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,46.85,16.8,0,0,1
846,Naruvi Hospitals,India,Asia-Pacific,General Hospital,16.8,46.79,16.8,0,0,1
847,National Heart Institute,India,Asia-Pacific,Cardiac Specialty,16.8,46.73,16.8,0,0,1
848,National Institute Of Mental Health And Neuro Sciences,India,Asia-Pacific,Neurological Specialty,16.8,46.66,16.8,0,0,1
849,Navin Hospital,India,Asia-Pacific,General Hospital,16.8,46.6,16.8,0,0,1
850,Navjeevan Hospital,India,Asia-Pacific,General Hospital,16.8,46.54,16.8,0,0,1
851,Nayyar Heart Institute & Super Speciality Hospital,India,Asia-Pacific,Cardiac Specialty,16.8,46.47,16.8,0,0,1
852,Nazareth Hospital,India,Asia-Pacific,General Hospital,16.8,46.41,16.8,0,0,1
853,Neelam Hospital (A unit of Neelam Healthcare Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,46.35,16.8,0,0,1
854,Nelson Hospital (A Unit of SMD Hospitals Pvt. Ltd.) - (Earlier Certificate issued in the Name of Nelson Mother & Child Care Hospital),India,Asia-Pacific,General Hospital,16.8,46.28,16.8,0,0,1
855,Nemcare Hospitals Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,46.22,16.8,0,0,1
856,Neo Hospital (A Unit of Muskan Medical Centre Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,46.16,16.8,0,0,1
857,Neotia Getwel Healthcare Centre,India,Asia-Pacific,General Hospital,16.8,46.1,16.8,0,0,1
858,"Neuro One Hospital, Trichy",India,Asia-Pacific,Neurological Specialty,16.8,46.03,16.8,0,0,1
859,New Korba Hospital,India,Asia-Pacific,General Hospital,16.8,45.97,16.8,0,0,1
860,New Ruby Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,45.91,16.8,0,0,1
861,Newera Hospital & Research Institute (A Unit of Newera Hospitals Pvt. Ltd.) - (Earlier Certificate issued in the Name of New Era Hospital & Research Institute),India,Asia-Pacific,Teaching Hospital,16.8,45.84,16.8,0,0,1
862,Neyyar Medicity,India,Asia-Pacific,General Hospital,16.8,45.78,16.8,0,0,1
863,NHS Hospital,India,Asia-Pacific,General Hospital,16.8,45.72,16.8,0,0,1
864,Nidaan Hospital,India,Asia-Pacific,General Hospital,16.8,45.65,16.8,0,0,1
865,Nidhi Hospital,India,Asia-Pacific,General Hospital,16.8,45.59,16.8,0,0,1
866,NIMS Medical College and Hospital,India,Asia-Pacific,Teaching Hospital,16.8,45.53,16.8,0,0,1
867,"NIMS Medicity, Thiruvananthapuram",India,Asia-Pacific,General Hospital,16.8,45.47,16.8,0,0,1
868,Nirali Hospital (A Unit of Nirali Memorial Medical Trust),India,Asia-Pacific,General Hospital,16.8,45.4,16.8,0,0,1
869,Niramaya Hospitals Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,45.34,16.8,0,0,1
870,Nirmal Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,45.28,16.8,0,0,1
871,Nirmala Medical Centre,India,Asia-Pacific,General Hospital,16.8,45.21,16.8,0,0,1
872,Nirvan Hospital Pvt Ltd,India,Asia-Pacific,General Hospital,16.8,45.15,16.8,0,0,1
873,Nivik Neuro Trauma And Multispeciality Hospital,India,Asia-Pacific,Neurological Specialty,16.8,45.09,16.8,0,0,1
874,NKS Hospital (A Unit of Bram Healthcare Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,45.03,16.8,0,0,1
875,Noble Hospital,India,Asia-Pacific,General Hospital,16.8,44.96,16.8,0,0,1
876,Noble Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.8,44.9,16.8,0,0,1
877,Noblecare Superspecility Hospital and Trauma Centre,India,Asia-Pacific,General Hospital,16.8,44.84,16.8,0,0,1
878,North East Health Care Private Limited (Earlier Certificate issued in the name of W-Pratiksha Hospital),India,Asia-Pacific,General Hospital,16.8,44.77,16.8,0,0,1
879,Nova Hospital Limited,India,Asia-Pacific,General Hospital,16.8,44.71,16.8,0,0,1
880,NTC Hospitals & NTC Institute of Medical Sciences (NIMS),India,Asia-Pacific,Teaching Hospital,16.8,44.65,16.8,0,0,1
881,NU Hospitals Private Limited.,India,Asia-Pacific,General Hospital,16.8,44.58,16.8,0,0,1
882,"NU hospitals Pvt. Ltd, Rajajinagar",India,Asia-Pacific,General Hospital,16.8,44.52,16.8,0,0,1
883,Numed Superspeciality Hospital (A Unit of Apy Mediservices Pvt Ltd.),India,Asia-Pacific,General Hospital,16.8,44.46,16.8,0,0,1
884,Nutema Healthcare Private Limited,India,Asia-Pacific,General Hospital,16.8,44.4,16.8,0,0,1
885,Nyle Institute of Medical Sciences Private Limited,India,Asia-Pacific,Teaching Hospital,16.8,44.33,16.8,0,0,1
886,O.P Jindal Institute of Cancer & Cardiac Research,India,Asia-Pacific,Cardiac Specialty,16.8,44.27,16.8,0,0,1
887,Ohri Hospital,India,Asia-Pacific,General Hospital,16.8,44.21,16.8,0,0,1
888,Ojas Multispeciality Hospital LLP,India,Asia-Pacific,General Hospital,16.8,44.14,16.8,0,0,1
889,Ojas Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.8,44.08,16.8,0,0,1
890,Olive Hospitals,India,Asia-Pacific,General Hospital,16.8,44.02,16.8,0,0,1
891,Omega Hospital,India,Asia-Pacific,General Hospital,16.8,43.95,16.8,0,0,1
892,Omega Hospitals ( A unit of Hyderabad Institute Of Oncology Pvt Ltd),India,Asia-Pacific,Cancer Specialty,16.8,43.89,16.8,0,0,1
893,Omega Hospitals ( A Unit Of Vizag Specialty Hospitals),India,Asia-Pacific,General Hospital,16.8,43.83,16.8,0,0,1
894,Omega Hospitals (A Unit Of Kurnool Institute Of Oncology),India,Asia-Pacific,Cancer Specialty,16.8,43.77,16.8,0,0,1
895,Omega Hospitals (Guntur Institute Of Oncology),India,Asia-Pacific,Cancer Specialty,16.8,43.7,16.8,0,0,1
896,Omni Hospital,India,Asia-Pacific,General Hospital,16.8,43.64,16.8,0,0,1
897,Omni Hospital (A Unit of Incor Padmachandra Hospital Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,43.58,16.8,0,0,1
898,Omni Hospitals (A Unit of INCOR Group),India,Asia-Pacific,General Hospital,16.8,43.51,16.8,0,0,1
899,Omni RK Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.8,43.45,16.8,0,0,1
900,Oncology & Super Specialty Wing - Dr. Ram Manohar Lohia Institute Of Medical Sciences (Dr. RMLIMS),India,Asia-Pacific,Cancer Specialty,16.8,43.39,16.8,0,0,1
901,Orange City Hospital & Research Institute,India,Asia-Pacific,Teaching Hospital,16.8,43.32,16.8,0,0,1
902,Orchid Medical Centre,India,Asia-Pacific,General Hospital,16.8,43.26,16.8,0,0,1
903,Oriana Hospital,India,Asia-Pacific,General Hospital,16.8,43.2,16.8,0,0,1
904,Ortho-one Orthopaedic Speciality Centre (A Unit of Spine Arthroscopic and Joint Replacement Centre Pvt. Ltd.),India,Asia-Pacific,Orthopedic Specialty,16.8,43.14,16.8,0,0,1
905,Oscar Super Speciality Hospital & Trauma Center,India,Asia-Pacific,General Hospital,16.8,43.07,16.8,0,0,1
906,Oswal Aayush Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.8,43.01,16.8,0,0,1
907,Oxygen Hospital,India,Asia-Pacific,General Hospital,16.8,42.95,16.8,0,0,1
908,Ozone Hospitals,India,Asia-Pacific,General Hospital,16.8,42.88,16.8,0,0,1
909,P D Hinduja National Hospital & Research Centre,India,Asia-Pacific,General Hospital,16.8,42.82,16.8,0,0,1
910,P.D. Hinduja Sindhi Hospital,India,Asia-Pacific,General Hospital,16.8,42.76,16.8,0,0,1
911,Pace Hospitals(A Unit of OMRV Hospital Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,42.7,16.8,0,0,1
912,Pacific Institute of Medical Sciences (A Unit of Sai Tirupati University),India,Asia-Pacific,Teaching Hospital,16.8,42.63,16.8,0,0,1
913,Pacific Medical College and Hospital,India,Asia-Pacific,Teaching Hospital,16.8,42.57,16.8,0,0,1
914,Padmini Care (A Unit of DRIEMS Institute of Health Sciences and Hospital),India,Asia-Pacific,Teaching Hospital,16.8,42.51,16.8,0,0,1
915,Pal Balaji Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,42.44,16.8,0,0,1
916,Pancham Hospitals (A Unit of Pancham Hospitals Private Limited),India,Asia-Pacific,General Hospital,16.8,42.38,16.8,0,0,1
917,Panchsheel Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,42.32,16.8,0,0,1
918,Param Hospital,India,Asia-Pacific,General Hospital,16.8,42.25,16.8,0,0,1
919,Paras Hec Hospital,India,Asia-Pacific,General Hospital,16.8,42.19,16.8,0,0,1
920,Paras HMRI Hospital,India,Asia-Pacific,General Hospital,16.8,42.13,16.8,0,0,1
921,Paras Hospitals,India,Asia-Pacific,General Hospital,16.8,42.07,16.8,0,0,1
922,Paras JK Hospital (A Unit of Paras Healthcare Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,42.0,16.8,0,0,1
923,Parivar Super Speciality Hospital and Research Center,India,Asia-Pacific,General Hospital,16.8,41.94,16.8,0,0,1
924,Park Hospital,India,Asia-Pacific,General Hospital,16.8,41.88,16.8,0,0,1
