id,name,country,city,sources,source_count,certifications_count,certification_names,has_jci,jci_accreditation_date,jci_expiry_date,total_score,certification_score,quality_initiatives_score,patient_feedback_score,website,last_updated
,Chicago-Read Mental Health Center,United States,,,0,0,,no,,,,,,,,
,Chicuque Rural Hospital,Mozambique,,,0,0,,no,,,,,,,,
,Children's Acute Transport Service,United Kingdom,,,0,0,,no,,,,,,,,
,Children's Country Home,United States,,,0,0,,no,,,,,,,,
,Children's Hospital & Medical Center,United States,,,0,0,,no,,,,,,,,
,UCSF Benioff Children's Hospital Oakland,United States,,,0,0,,no,,,,,,,,
,Children's Hospital Colorado,United States,,,0,0,,no,,,,,,,,
,Children's Hospital for Wales,United Kingdom,,,0,0,,no,,,,,,,,
,Children's Hospital of Michigan,United States,,,0,0,,no,,,,,,,,
,Children's Hospital of New Orleans,United States,,,0,0,,no,,,,,,,,
,Children's Hospital of Orange County,United States,,,0,0,,no,,,,,,,,
,Children's Hospital of The King's Daughters,United States,,,0,0,,no,,,,,,,,
,Children's Island Sanitarium,United States,,,0,0,,no,,,,,,,,
,Children's Medical Center Dallas,United States,,,0,0,,no,,,,,,,,
,Children's Medical Center at Legacy,United States,,,0,0,,no,,,,,,,,
,Princess Margaret Hospital,New Zealand,,,0,0,,no,,,,,,,,
,Princess Margaret Hospital for Children,Australia,,,0,0,,no,,,,,,,,
,Princess Royal Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Princess Royal University Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Princess of Wales Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Priory Hospital,United Kingdom,London,,0,0,,no,,,,,,,,
,Privathospitalet Danmark,Denmark,,,0,0,,no,,,,,,,,
,Privatsykehuset Haugesund,Norway,,,0,0,,no,,,,,,,,
,Professional Hospital,United States,,,0,0,,no,,,,,,,,
,Protestant Hospital of Ngaoundéré,Cameroon,,,0,0,,no,,,,,,,,
,OSF Heart of Mary Medical Center,United States,,,0,0,,no,,,,,,,,
,Provena St. Mary's Hospital,United States,,,0,0,,no,,,,,,,,
,Providence Alaska Medical Center,United States,,,0,0,,no,,,,,,,,
,Providence Continuing Care Centre,Canada,,,0,0,,no,,,,,,,,
,Providence Holy Cross Medical Center,United States,,,0,0,,no,,,,,,,,
,USA Health Providence Hospital,United States,,,0,0,,no,,,,,,,,
,Providence Lying-In Hospital,United States,,,0,0,,no,,,,,,,,
,Providence Newberg Medical Center,United States,,,0,0,,no,,,,,,,,
,Providence Portland Medical Center,United States,,,0,0,,no,,,,,,,,
,Providence Regional Medical Center Everett,United States,,,0,0,,no,,,,,,,,
,Providence Sacred Heart Medical Center and Children's Hospital,United States,,,0,0,,no,,,,,,,,
,Providence Saint Joseph Medical Center,United States,,,0,0,,no,,,,,,,,
,Providence St. Vincent Medical Center,United States,,,0,0,,no,,,,,,,,
,Providence St. Peter Hospital,United States,,,0,0,,no,,,,,,,,
,Providence Tarzana Medical Center,United States,,,0,0,,no,,,,,,,,
,Providence VA Medical Center,United States,,,0,0,,no,,,,,,,,
,Providence Willamette Falls Medical Center,United States,,,0,0,,no,,,,,,,,
,Provident Hospital,United States,,,0,0,,no,,,,,,,,
,Puhua International Hospital and Clinics,People's Republic of China,,,0,0,,no,,,,,,,,
,Pukeora Sanatorium,New Zealand,,,0,0,,no,,,,,,,,
,Punjab Social Security Hospital,Pakistan,,,0,0,,no,,,,,,,,
,Punta Gorda Hospital,Belize,,,0,0,,no,,,,,,,,
,University Kebangsaan Malaysia Medical Centre,Malaysia,,,0,0,,no,,,,,,,,
,Putra Specialist Hospital,Malaysia,,,0,0,,no,,,,,,,,
,Queen's Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Queen's Medical Centre,United Kingdom,,,0,0,,no,,,,,,,,
,Queen Alexandra Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Queen Charlotte's and Chelsea Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,"Queen Elizabeth Centre, Ballarat",Australia,,,0,0,,no,,,,,,,,
,"Queen Elizabeth Hospital, Bridgetown",Barbados,,,0,0,,no,,,,,,,,
,"Queen Elizabeth Hospital, Gateshead",United Kingdom,,,0,0,,no,,,,,,,,
,"Queen Elizabeth Hospital, King's Lynn",United Kingdom,,,0,0,,no,,,,,,,,
,Queen Elizabeth Hospital,People's Republic of China,,,0,0,,no,,,,,,,,
,"Queen Elizabeth Hospital, Kota Kinabalu",Malaysia,,,0,0,,no,,,,,,,,
,"Queen Elizabeth Hospital, Prince Edward Island",Canada,,,0,0,,no,,,,,,,,
,"Queen Elizabeth Hospital, London",United Kingdom,,,0,0,,no,,,,,,,,
,Queen Elizabeth Hospital Birmingham,United Kingdom,,,0,0,,no,,,,,,,,
,Queen Elizabeth II Health Sciences Centre - Victoria General,Canada,,,0,0,,no,,,,,,,,
,Queen Elizabeth II Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Queen Elizabeth II Jubilee Hospital,Australia,,,0,0,,no,,,,,,,,
,Queen Giovanna Hospital,Bulgaria,,,0,0,,no,,,,,,,,
,Queen Margaret Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Queen Mary's Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,"Queen Mary's Hospital, Sidcup",United Kingdom,,,0,0,,no,,,,,,,,
,Queen Victoria Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Queen of the Valley Medical Center,United States,,,0,0,,no,,,,,,,,
,Queensway-Carleton Hospital,Canada,,,0,0,,no,,,,,,,,
,Quincy Medical Center,United States,,,0,0,,no,,,,,,,,
,R Adams Cowley Shock Trauma Center,United States,,,0,0,,no,,,,,,,,
,Radcliffe Infirmary,United Kingdom,,,0,0,,no,,,,,,,,
,Rady Children's Hospital,United States,,,0,0,,no,,,,,,,,
,Raigmore Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Railway Hospital Multan,Pakistan,,,0,0,,no,,,,,,,,
,Rainbow Babies & Children's Hospital,United States,,,0,0,,no,,,,,,,,
,Rainbows Children's Hospice Loughborough,United Kingdom,,,0,0,,no,,,,,,,,
,Raja Isteri Pengiran Anak Saleha Hospital,Brunei,,,0,0,,no,,,,,,,,
,Rajawadi Hospital,India,,,0,0,,no,,,,,,,,
,Rajendra Institute of Medical Sciences,India,,,0,0,,no,,,,,,,,
,Rajshahi Medical College,Bangladesh,,,0,0,,no,,,,,,,,
,Ram Manohar Lohia Hospital,India,,,0,0,,no,,,,,,,,
,Rampton Secure Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Rancho Los Amigos National Rehabilitation Center,United States,,,0,0,,no,,,,,,,,
,Ranken Jordan – A Pediatric Specialty Hospital,United States,,,0,0,,no,,,,,,,,
,Rashid Hospital,United Arab Emirates,,,0,0,,no,,,,,,,,
,Rauceby Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Benazir Bhutto Hospital,Pakistan,,,0,0,,no,,,,,,,,
,Rawson-Neal Hospital,United States,,,0,0,,no,,,,,,,,
,Rebecca Sealy Hospital,United States,,,0,0,,no,,,,,,,,
,Red Cross War Memorial Children's Hospital,South Africa,,,0,0,,no,,,,,,,,
,Red Deer Regional Hospital,Canada,,,0,0,,no,,,,,,,,
,Red Wing Medical Center,United States,,,0,0,,no,,,,,,,,
,Redland Hospital,Australia,,,0,0,,no,,,,,,,,
,Redwater Health Centre,Canada,,,0,0,,no,,,,,,,,
,Redwood Memorial Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,"Regency Hospital, Kanpur",India,,,0,0,,no,,,,,,,,
,"Regional Cancer Centre, Thiruvananthapuram",India,,,0,0,,no,,,,,,,,
,Regional Psychiatric Centre,Canada,,,0,0,,no,,,,,,,,
,Regional hospitals of Ghana,Ghana,,,0,0,,no,,,,,,,,
,Regions Hospital,United States,,,0,0,,no,,,,,,,,
,Shirley Ryan AbilityLab,United States,,,0,0,,no,,,,,,,,
,Rehabilitation Institute of Michigan,United States,,,0,0,,no,,,,,,,,
,Rehabilitation Trauma Center,United States,,,0,0,,no,,,,,,,,
,Repatriation General Hospital,Australia,,,0,0,,no,,,,,,,,
,Hôpital Sainte-Périne AP-HP,France,,,0,0,,no,,,,,,,,
,San Giovanni Addolorata Hospital,Italy,,,0,0,,no,,,,,,,,
,Hôpital San Salvadour,France,,,0,0,,no,,,,,,,,
,Q3145231,Brazil,,,0,0,,no,,,,,,,,
,Sendwe hospital,Democratic Republic of the Congo,,,0,0,,no,,,,,,,,
,Q3145234,Brazil,,,0,0,,no,,,,,,,,
,Adventist Health Clear Lake,United States,,,0,0,,no,,,,,,,,
,St. Michael's Hospital,Canada,,,0,0,,no,,,,,,,,
,Q3145239,Brazil,,,0,0,,no,,,,,,,,
,Q3145240,Brazil,,,0,0,,no,,,,,,,,
,Tenon Hospital,France,,,0,0,,no,,,,,,,,
,Q3145242,Belgium,,,0,0,,no,,,,,,,,
,Hôpital Vaugirard,France,,,0,0,,no,,,,,,,,
,Hospital Villemin Paul Doumer,France,,,0,0,,no,,,,,,,,
,Krankenhaus Waldfriede,Germany,,,0,0,,no,,,,,,,,
,Bangkok Adventist Hospital,Thailand,,,0,0,,no,,,,,,,,
,Gimbie Adventist Hospital,Ethiopia,,,0,0,,no,,,,,,,,
,Hong Kong Adventist Hospital – Tsuen Wan,People's Republic of China,,,0,0,,no,,,,,,,,
,Adventist Hinsdale Hospital,United States,,,0,0,,no,,,,,,,,
,Hong Kong Adventist Hospital – Stubbs Road,People's Republic of China,,,0,0,,no,,,,,,,,
,Adventist HealthCare Shady Grove Medical Center,United States,,,0,0,,no,,,,,,,,
,Penang Adventist Hospital,Malaysia,,,0,0,,no,,,,,,,,
,Taiwan Adventist Hospital,Taiwan,,,0,0,,no,,,,,,,,
,Sydney Adventist Hospital,Australia,,,0,0,,no,,,,,,,,
,Q3145258,Haiti,,,0,0,,no,,,,,,,,
,Adventist HealthCare White Oak Medical Center,United States,,,0,0,,no,,,,,,,,
,"Hôpital civil, Strasbourg",France,,,0,0,,no,,,,,,,,
,Surgical Hospital,Finland,,,0,0,,no,,,,,,,,
,Hôpital d'Hautefort,France,,,0,0,,no,,,,,,,,
,The Ottawa Hospital,Canada,,,0,0,,no,,,,,,,,
,Hospitaal van Bavière,Belgium,,,0,0,,no,,,,,,,,
,Hôtel-Dieu de Bourg-en-Bresse,France,,,0,0,,no,,,,,,,,
,Q3145275,France,,,0,0,,no,,,,,,,,
,La Roche-Guyon Hospital,France,,,0,0,,no,,,,,,,,
,Divriği Darüşşifası,Turkey,,,0,0,,no,,,,,,,,
,Hôpital de La Grave,France,,,0,0,,no,,,,,,,,
,Lachine Hospital,Canada,,,0,0,,no,,,,,,,,
,Q3145283,France,,,0,0,,no,,,,,,,,
,Lapinlahti hospital,Finland,,,0,0,,no,,,,,,,,
,Hôpital de Mercy,France,,,0,0,,no,,,,,,,,
,Montreal Children's Hospital,Canada,,,0,0,,no,,,,,,,,
,Powick Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Malamulo Hospital,Malawi,,,0,0,,no,,,,,,,,
,Hôpital de Pérouges,France,,,0,0,,no,,,,,,,,
,Q3145290,France,,,0,0,,no,,,,,,,,
,Hospital de Sierre,Switzerland,,,0,0,,no,,,,,,,,
,hôpital de Sion,Switzerland,,,0,0,,no,,,,,,,,
,Hôpital de Sisteron,France,,,0,0,,no,,,,,,,,
,Adventist Health St. Helena,United States,,,0,0,,no,,,,,,,,
,Hospital of Ville-Évrard,France,,,0,0,,no,,,,,,,,
,Greenwich District Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Enfant‑Jésus RHSJ Hospital,Canada,,,0,0,,no,,,,,,,,
,Hôpital de l'île Royale,France,,,0,0,,no,,,,,,,,
,Hôpital de la Charité de Brienne-le-Château,France,,,0,0,,no,,,,,,,,
,Hôpital de la Charité (Lavault-Sainte-Anne),France,,,0,0,,no,,,,,,,,
,Hôpital de la Charité de Lyon,France,,,0,0,,no,,,,,,,,
,Ancien hôpital de la Charité de Senlis,France,,,0,0,,no,,,,,,,,
,hôpital de la Collégiale,France,,,0,0,,no,,,,,,,,
,Hôpital de la marine,France,,,0,0,,no,,,,,,,,
,Hospice de la Charité de Beaune,France,,,0,0,,no,,,,,,,,
,hôpital de la Pitié,France,,,0,0,,no,,,,,,,,
,Timone Hospital,France,,,0,0,,no,,,,,,,,
,Hôpital des Anglais (Peyrusse-le-Roc),France,,,0,0,,no,,,,,,,,
,Q3145316,France,,,0,0,,no,,,,,,,,
,Q3145319,France,,,0,0,,no,,,,,,,,
,Hôpital des armées René-Le-Bas,France,,,0,0,,no,,,,,,,,
,ICRC Hospital of Novye Atagi,Russia,,,0,0,,no,,,,,,,,
,Heilig-Geist-Spital in Mainz,Germany,,,0,0,,no,,,,,,,,
,Hôpital du Sacré-Cœur de Montréal,Canada,,,0,0,,no,,,,,,,,
,Caveau du Saint-Esprit,France,,,0,0,,no,,,,,,,,
,Hôpital du Scorff,France,,,0,0,,no,,,,,,,,
,Hôpital du Valdor,Belgium,,,0,0,,no,,,,,,,,
,Q3145331,France,,,0,0,,no,,,,,,,,
,hôpital et chapelle Saint-Julien de Laval,France,,,0,0,,no,,,,,,,,
,Q3145335,Belgium,,,0,0,,no,,,,,,,,
,Georges Pompidou European Hospital,France,,,0,0,,no,,,,,,,,
,Kinshasa General Hospital,Democratic Republic of the Congo,,,0,0,,no,,,,,,,,
,Kingston General Hospital,Canada,,,0,0,,no,,,,,,,,
,Hôpital général de Ndjili,Democratic Republic of the Congo,,,0,0,,no,,,,,,,,
,Montreal General Hospital,Canada,,,0,0,,no,,,,,,,,
,Jewish General Hospital,Canada,,,0,0,,no,,,,,,,,
,Hôpital-Général de Québec,Canada,,,0,0,,no,,,,,,,,
,centre hospitalier intercommunal de Créteil,France,,,0,0,,no,,,,,,,,
,hôpital marin d'Hendaye,France,,,0,0,,no,,,,,,,,
,hôpital maritime de Berck,France,,,0,0,,no,,,,,,,,
,Hôpital militaire Villemanzy,France,,,0,0,,no,,,,,,,,
,Ancien hôpital militaire de Fort-Moselle (Metz),France,,,0,0,,no,,,,,,,,
,Poste de secours de Domjevin,France,,,0,0,,no,,,,,,,,
,Hospital Jules-Gonin,Switzerland,,,0,0,,no,,,,,,,,
,Hôpital privé des Peupliers,France,,,0,0,,no,,,,,,,,
,Edificações Centenárias do Hospital Psiquiátrico São Pedro,Brazil,,,0,0,,no,,,,,,,,
,Q3145362,Canada,,,0,0,,no,,,,,,,,
,University Hospital of San Vicente Foundation,Colombia,,,0,0,,no,,,,,,,,
,hôpital Édouard-Herriot,France,,,0,0,,no,,,,,,,,
,Hôpital Émile-Roux,France,,,0,0,,no,,,,,,,,
,Geneva University Hospitals,Switzerland,,,0,0,,no,,,,,,,,
,Q3145373,France,,,0,0,,no,,,,,,,,
,Kelowna General Hospital,Canada,,,0,0,,no,,,,,,,,
,Kennedy Krieger Institute,United States,,,0,0,,no,,,,,,,,
,Kent Hospital,United States,,,0,0,,no,,,,,,,,
,Kent and Sussex Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Kenyatta National Hospital,Kenya,,,0,0,,no,,,,,,,,
,Kepier Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Kerry General Hospital,Ireland,,,0,0,,no,,,,,,,,
,Kettering General Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Kew Cottages,Australia,,,0,0,,no,,,,,,,,
,Khawaja Farid Social Security Hospital,Pakistan,,,0,0,,no,,,,,,,,
,Khoo Teck Puat Hospital,Singapore,,,0,0,,no,,,,,,,,
,Khyber Teaching Hospital,Pakistan,,,0,0,,no,,,,,,,,
,Kibuli Hospital,Uganda,,,0,0,,no,,,,,,,,
,Kilinochchi Hospital,Sri Lanka,,,0,0,,no,,,,,,,,
,Kilmarnock Infirmary,United Kingdom,,,0,0,,no,,,,,,,,
,Monmouth Medical Center Southern Campus,United States,,,0,0,,no,,,,,,,,
,Kincardine Community Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Kincardine and District General Hospital,Canada,,,0,0,,no,,,,,,,,
,King's Daughters Medical Center,United States,,,0,0,,no,,,,,,,,
,King's Health Partners,United Kingdom,,,0,0,,no,,,,,,,,
,King's Mill Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,King Abdullah University Hospital,Jordan,,,0,0,,no,,,,,,,,
,King Edward Memorial Hospital,Australia,,,0,0,,no,,,,,,,,
,"King Edward VII Orthopaedic Hospital, Sheffield",United Kingdom,,,0,0,,no,,,,,,,,
,King Fahad Medical City,Saudi Arabia,,,0,0,,no,,,,,,,,
,King Fahd University Hospital,Saudi Arabia,,,0,0,,no,,,,,,,,
,"King George Hospital, London",United Kingdom,,,0,0,,no,,,,,,,,
,"King George Hospital, Visakhapatnam",India,,,0,0,,no,,,,,,,,
,King George V Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,King George V Memorial Hospital,Australia,,,0,0,,no,,,,,,,,
,King Hussein Medical Center,Jordan,,,0,0,,no,,,,,,,,
,King Saud Medical Complex,Saudi Arabia,,,0,0,,no,,,,,,,,
,Kingseat Hospital,New Zealand,,,0,0,,no,,,,,,,,
,Kingsley Green,United Kingdom,,,0,0,,no,,,,,,,,
,Kirkland and District Hospital,Canada,,,0,0,,no,,,,,,,,
,Kirklandside Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Kirklin Clinic,United States,,,0,0,,no,,,,,,,,
,Kirkwood Hospice,United Kingdom,,,0,0,,no,,,,,,,,
,Kisiizi Hospital,Uganda,,,0,0,,no,,,,,,,,
,Kitojo Hospital,Uganda,,,0,0,,no,,,,,,,,
,Kiwoko Hospital,Uganda,,,0,0,,no,,,,,,,,
,Knowle Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Beijing Chao-Yang Hospital,People's Republic of China,,,0,0,,no,,,,,,,,
,Kokoda Memorial Hospital,Papua New Guinea,,,0,0,,no,,,,,,,,
,Komani Psychiatric Hospital,South Africa,,,0,0,,no,,,,,,,,
,Komfo  Anokye Teaching Hospital,Ghana,,,0,0,,no,,,,,,,,
,Kosciusko Community Hospital,United States,,,0,0,,no,,,,,,,,
,Kowloon Hospital,People's Republic of China,,,0,0,,no,,,,,,,,
,Koyama Fukusei Hospital,Japan,,,0,0,,no,,,,,,,,
,Kozlovichi Mental Asylum,Belarus,,,0,0,,no,,,,,,,,
,Kočani General Hospital,North Macedonia,,,0,0,,no,,,,,,,,
,Krishna Heart Institute,India,,,0,0,,no,,,,,,,,
,"Krishna Hospital, Cuddalore",India,,,0,0,,no,,,,,,,,
,Krishna Rajendra Hospital,India,,,0,0,,no,,,,,,,,
,Kuakini Medical Center,United States,Honolulu,,0,0,,no,,,,,,,,
,Kugler Hospital,India,,,0,0,,no,,,,,,,,
,Kunde Hospital,Nepal,,,0,0,,no,,,,,,,,
,Kundert Medical Clinic,United States,,,0,0,,no,,,,,,,,
,Q6444833,Chile,,,0,0,,no,,,,,,,,
,Hospital Los Samanes,Venezuela,,,0,0,,no,,,,,,,,
,The Second Affiliated Hospital of Zhejiang University School of Medicine,People's Republic of China,,,0,0,,no,,,,,,,,
,Kwekwe General Hospital,Zimbabwe,,,0,0,,no,,,,,,,,
,Kwong Wai Shiu Hospital,Singapore,,,0,0,,no,,,,,,,,
,LDS Hospital,United States,,,0,0,,no,,,,,,,,
,La Clinica del Pueblo,United States,,,0,0,,no,,,,,,,,
,La Palma Intercommunity Hospital,United States,,,0,0,,no,,,,,,,,
,La Rabida Children's Hospital,United States,,,0,0,,no,,,,,,,,
,Labette Health,United States,,,0,0,,no,,,,,,,,
,Lady Aitchison Hospital,Pakistan,,,0,0,,no,,,,,,,,
,Lady Dufferin Hospital,Pakistan,,,0,0,,no,,,,,,,,
,Lady Grey Hospital,South Africa,,,0,0,,no,,,,,,,,
,Lady Minto Hospital,Canada,,,0,0,,no,,,,,,,,
,Lady Reading Hospital,Pakistan,,,0,0,,no,,,,,,,,
,Lady Ridgeway Hospital for Children,Sri Lanka,,,0,0,,no,,,,,,,,
,Lady Willingdon Hospital,Pakistan,,,0,0,,no,,,,,,,,
,Ljubljana University Medical Centre,Slovenia,,,0,0,,no,,,,,,,,
,Lafayette Home Hospital,United States,,,0,0,,no,,,,,,,,
,Lagan Valley Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Lahey Clinic,United States,,,0,0,,no,,,,,,,,
,Lahore General Hospital,Pakistan,,,0,0,,no,,,,,,,,
,Lake Alice Hospital,New Zealand,,,0,0,,no,,,,,,,,
,Lake District Hospital,United States,,,0,0,,no,,,,,,,,
,Lake Health,United States,,,0,0,,no,,,,,,,,
,Q6477787,Iran,,,0,0,,no,,,,,,,,
,Lake Taylor Transitional Care Hospital,United States,,,0,0,,no,,,,,,,,
,Lakeridge Health Bowmanville,Canada,,,0,0,,no,,,,,,,,
,Lakeridge Health Oshawa,Canada,,,0,0,,no,,,,,,,,
,Lakeridge Health Whitby,Canada,,,0,0,,no,,,,,,,,
,Lakeshore General Hospital,Canada,,,0,0,,no,,,,,,,,
,Lakeshore Hospital,India,,,0,0,,no,,,,,,,,
,Lakeside Mental Hospital,Australia,,,0,0,,no,,,,,,,,
,Lakeville Hospital,United States,,,0,0,,no,,,,,,,,
,Lala Lajpat Rai Hospital,India,,,0,0,,no,,,,,,,,
,Lam Wah Ee Hospital,Malaysia,,,0,0,,no,,,,,,,,
,Lamordé National Hospital,Niger,,,0,0,,no,,,,,,,,
,Whitby Psychiatric Hospital,Canada,,,0,0,,no,,,,,,,,
,Whitchurch Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Whitecourt Healthcare Centre,Canada,,,0,0,,no,,,,,,,,
,Whittingham Hospital Railway,United Kingdom,,,0,0,,no,,,,,,,,
,Wilcox Health,United States,,,0,0,,no,,,,,,,,
,Wilford Hall Medical Center,United States,,,0,0,,no,,,,,,,,
,Wilhelm Stahl Provincial Hospital,South Africa,,,0,0,,no,,,,,,,,
,Wilkes Regional Medical Center,United States,,,0,0,,no,,,,,,,,
,Will Rogers Memorial Hospital,United States,,,0,0,,no,,,,,,,,
,Willamette Valley Medical Center,United States,,,0,0,,no,,,,,,,,
,Willard Asylum for the Chronic Insane,United States,,,0,0,,no,,,,,,,,
,William Harvey Hospital,United Kingdom,Ashford,,0,0,,no,,,,,,,,
,Williams' Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Willingway Hospital,United States,Statesboro,,0,0,,no,,,,,,,,
,Willow Springs Center,United States,Reno,,0,0,,no,,,,,,,,
,Wills Eye Hospital,United States,Philadelphia,,0,0,,no,,,,,,,,
,Kew Asylum,Australia,,,0,0,,no,,,,,,,,
,Wilson Medical Center,United States,,,0,0,,no,,,,,,,,
,Winchester Hospital,United States,,,0,0,,no,,,,,,,,
,Winnie Palmer Hospital for Women & Babies,United States,,,0,0,,no,,,,,,,,
,Winnipeg General Hospital,Canada,,,0,0,,no,,,,,,,,
,Winter Haven Hospital,United States,,,0,0,,no,,,,,,,,
,Winthrop-University Hospital,United States,,,0,0,,no,,,,,,,,
,University Hospital Wishaw,United Kingdom,,,0,0,,no,,,,,,,,
,Witham Health Services,United States,,,0,0,,no,,,,,,,,
,Withington Community Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Withybush General Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Womack Army Medical Center,United States,,,0,0,,no,,,,,,,,
,Woman's Hospital of Texas,United States,,,0,0,,no,,,,,,,,
,Women's and Children's Hospital,Australia,,,0,0,,no,,,,,,,,
,Women & Children's Hospital of Buffalo,United States,,,0,0,,no,,,,,,,,
,Women & Infants Hospital of Rhode Island,United States,,,0,0,,no,,,,,,,,
,Woodend Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Woodhull Medical and Mental Health Center,United States,,,0,0,,no,,,,,,,,
,Woodilee Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Woodland Park Hospital,United States,,,0,0,,no,,,,,,,,
,Woodlands,Canada,,,0,0,,no,,,,,,,,
,Woolmanhill Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Worcester County Hospital,United States,,,0,0,,no,,,,,,,,
,Worcester Recovery Center and Hospital,United States,,,0,0,,no,,,,,,,,
,Worcester State Hospital,United States,,,0,0,,no,,,,,,,,
,Wordsley Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,World Laparoscopy Hospital,India,,,0,0,,no,,,,,,,,
,Worthing Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Wrexham Maelor Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Wyckoff Heights Medical Center,United States,,,0,0,,no,,,,,,,,
,Wycombe Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Wyoming Medical Center,United States,,,0,0,,no,,,,,,,,
,Xavier Hospital,United States,,,0,0,,no,,,,,,,,
,Xinhui People's Hospital,People's Republic of China,,,0,0,,no,,,,,,,,
,Yakima Valley Memorial Hospital,United States,,,0,0,,no,,,,,,,,
,Yale Parenting Center and Child Conduct Clinic,United States,,,0,0,,no,,,,,,,,
,Yangon Central Women's Hospital,Myanmar,,,0,0,,no,,,,,,,,
,Yangon Children's Hospital,Myanmar,,,0,0,,no,,,,,,,,
,Yangon ENT Hospital,Myanmar,,,0,0,,no,,,,,,,,
,Yanhee Hospital,Thailand,,,0,0,,no,,,,,,,,
,"Yaoundé Gynaecology, Obstetrics and Pediatrics Hospital",Cameroon,,,0,0,,no,,,,,,,,
,Yaralla Estate,Australia,,,0,0,,no,,,,,,,,
,Yarra Bend Asylum,Australia,,,0,0,,no,,,,,,,,
,York County Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,York Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,York U.S. Army Hospital,United States,,,0,0,,no,,,,,,,,
,Ysbyty Aneurin Bevan,United Kingdom,,,0,0,,no,,,,,,,,
,Ysbyty’r Tri Chwm Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Ystrad Mynach Hospital,United Kingdom,,,0,0,,no,,,,,,,,
,Yuma Regional Medical Center,United States,Yuma,,0,0,,no,,,,,,,,
,Zamboanga del Norte Medical Center,Philippines,,,0,0,,no,,,,,,,,
,Zanmi Lasante,,,,0,0,,no,,,,,,,,
,Zewditu Hospital,Ethiopia,,,0,0,,no,,,,,,,,
,Zithulele Hospital,South Africa,,,0,0,,no,,,,,,,,
,Zucker Hillside Hospital,United States,,,0,0,,no,,,,,,,,
,Zuid-Afrikaans Hospital,South Africa,,,0,0,,no,,,,,,,,
,Hong Kong Baptist Hospital,People's Republic of China,,,0,0,,no,,,,,,,,
,Foothills Medical Centre,Canada,,,0,0,,no,,,,,,,,
,Fort Fremont Hospital,United States,,,0,0,,no,,,,,,,,
,Foster Memorial Home,United States,,,0,0,,no,,,,,,,,
,Hospital Bazán,Spain,,,0,0,,no,,,,,,,,
,Hospital Central de Maracay,Venezuela,,,0,0,,no,,,,,,,,
,Q9004866,Mexico,,,0,0,,no,,,,,,,,
,Hospital Clínic Universitari de València,Spain,,,0,0,,no,,,,,,,,
,Hospital Mateu Orfila,Spain,,,0,0,,no,,,,,,,,
,Q9004887,Colombia,,,0,0,,no,,,,,,,,
,Hospital Nacional de Parapléjicos de Toledo,Spain,,,0,0,,no,,,,,,,,
,Hospital Naval Central,Argentina,,,0,0,,no,,,,,,,,
,Nossa Senhora da Paz Hospital,Angola,,,0,0,,no,,,,,,,,
,Pedro de Elizalde Hospital,Argentina,,,0,0,,no,,,,,,,,
,Hospital Provincial de Rosário,Argentina,,,0,0,,no,,,,,,,,
,University Hospital of São Paulo,Brazil,,,0,0,,no,,,,,,,,
,Hospital Virgen del Camino,Spain,,,0,0,,no,,,,,,,,
,Hospital de Bellvitge,Spain,,,0,0,,no,,,,,,,,
