rank,name,country,region,hospital_type,total_score,percentile,certification_count
754,Maxwell Super Multi Speciality Hospital Private Limited,India,Asia-Pacific,General Hospital,16.800000000000004,52.58,1
755,Mayom Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,52.52,1
756,Mazumdar Shaw Medical Centre (Unit of Narayana Hrudayalaya Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,52.46,1
757,Med Card Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,52.39,1
758,Medanta Lucknow (A Unit of Global Health Limited) - (Earlier Certificate issued in the Name Medanta Lucknow (A Unit of Medanta Holdings Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,52.33,1
759,Medanta Superspeciality Hospital (A Unit of Global Health Limited) - (Earlier Certificate issued in the Name of Medanta-Indore (A unit of Global Health Pvt. Ltd.)),India,Asia-Pacific,General Hospital,16.800000000000004,52.27,1
760,Medanta – The Medicity,India,Asia-Pacific,General Hospital,16.800000000000004,52.20,1
761,Medhansh Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,52.14,1
762,Medical Trust Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,52.08,1
763,Medicant Hospital and Research Centre Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,52.02,1
764,Medicover Hospital; Aurangabad,India,Asia-Pacific,General Hospital,16.800000000000004,51.95,1
765,Medicover Hospitals,India,Asia-Pacific,General Hospital,16.800000000000004,51.89,1
766,Medicover Hospitals (A Unit of Abhayanjaneya Health Care Pvt.Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,51.83,1
767,Medicover Hospitals (A Unit of Sahrudaya Healthcare Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,51.76,1
768,Medicover Hospitals (A Unit of Sahrudaya Healthcare Pvt. Ltd.) - (Earlier Certificate issued in the Name of Medicover Hospitals (A Unit of Sahrudaya Healthcare Kurnool Pvt. Ltd.)),India,Asia-Pacific,General Hospital,16.800000000000004,51.70,1
769,Medicover Hospitals (Sahrudaya Health Care Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,51.64,1
770,Medicover Kle Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,51.57,1
771,Medicover Women and Child Hospitals (A Unit of Sahrudaya Healthcare Pvt. Ltd.) - (Earlier Certificate issued in the name of Medicover Women and Child Hospitals (A Unit of Suyosha Healthcare Pvt. Ltd.),India,Asia-Pacific,Women & Child Specialty,16.800000000000004,51.51,1
772,Medigram The Super Speciality ; Hospital; A Unit Of Saharanpur Institute Of Medical Sciences,India,Asia-Pacific,Teaching Hospital,16.800000000000004,51.45,1
773,Medipoint Hospitals Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,51.39,1
774,Medipolis Life Care LLP,India,Asia-Pacific,General Hospital,16.800000000000004,51.32,1
775,Medipulse Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,51.26,1
776,Meditrina Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,51.20,1
777,Mediversal Multi Super Specialty Hospital,India,Asia-Pacific,Multi Specialty,16.800000000000004,51.13,1
778,Medline Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,51.07,1
779,Medway Hospitals (A Unit of United Alliance Healthcare Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,51.01,1
780,Meenakshi Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,50.94,1
781,Meenakshi Super Speciality Hospital (Run By Sunmed Healthcare Private Limited),India,Asia-Pacific,General Hospital,16.800000000000004,50.88,1
782,Mehar Hospital (A Unit of Mehar Mediserve LLP),India,Asia-Pacific,General Hospital,16.800000000000004,50.82,1
783,Mehta Multispeciality Hospital India Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,50.76,1
784,Mehta Multispeciality Hospitals India Pvt. Ltd. - Global Campus,India,Asia-Pacific,General Hospital,16.800000000000004,50.69,1
785,Meitra Hospital (A Unit of premium Medical healthcare providers pvt ltd),India,Asia-Pacific,General Hospital,16.800000000000004,50.63,1
786,METAS of Seventh Day Adventist Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,50.57,1
787,Metro Heart Institute with Multispeciality,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,50.50,1
788,Metro Hospital & Cancer Institute; Preet Vihar,India,Asia-Pacific,Cancer Specialty,16.800000000000004,50.44,1
789,Metro Hospital & Heart Institute,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,50.38,1
790,Metro Hospital & Heart Institute; Sec. 11 and 12,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,50.31,1
791,Metro Hospital and Heart Institute,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,50.25,1
792,Metro MAS Heart Care & Multispecialty Hospital,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,50.19,1
793,Metromed International Cardiac Centre Pvt. Ltd.,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,50.13,1
794,MGM (Mohanlal Gupta Memorial) Hospital and Research Center,India,Asia-Pacific,General Hospital,16.800000000000004,50.06,1
795,MGM Cancer Institute,India,Asia-Pacific,Cancer Specialty,16.800000000000004,50.00,1
796,MGM Healthcare Pvt Ltd,India,Asia-Pacific,General Hospital,16.800000000000004,49.94,1
797,MGM Hospital & Research Center Pvt. Ltd,India,Asia-Pacific,General Hospital,16.800000000000004,49.87,1
798,MGM Hospital and Research Centre,India,Asia-Pacific,General Hospital,16.800000000000004,49.81,1
799,MGM Medical College & Hospital,India,Asia-Pacific,Teaching Hospital,16.800000000000004,49.75,1
800,MGM New Bombay Hospital; Vashi,India,Asia-Pacific,General Hospital,16.800000000000004,49.69,1
801,MGM SevenHills Hospital (A Unit of MGM Health Care Pvt. Ltd.) - (Earlier Certificate issued in the Name of SevenHills Healthcare Private Limited),India,Asia-Pacific,General Hospital,16.800000000000004,49.62,1
802,Midas Hospital (A Unit of Midas Multispecialty Hospital Private Limited),India,Asia-Pacific,Multi Specialty,16.800000000000004,49.56,1
803,MIMHANS; Neurosciences Hospital,India,Asia-Pacific,Neurological Specialty,16.800000000000004,49.50,1
804,MIOT Hospitals,India,Asia-Pacific,General Hospital,16.800000000000004,49.43,1
805,Miri Piri Institute of Medical Sciences & Research (Chritable Trust); Markanda; Kurukshetra,India,Asia-Pacific,Teaching Hospital,16.800000000000004,49.37,1
806,Mitera Hospitals Private Limited,India,Asia-Pacific,General Hospital,16.800000000000004,49.31,1
807,Mittal Bhilai Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,49.24,1
808,Mittal Hospital and Research Centre,India,Asia-Pacific,General Hospital,16.800000000000004,49.18,1
809,Mittal Institute of Medical Science,India,Asia-Pacific,Teaching Hospital,16.800000000000004,49.12,1
810,MMI Naryana Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,49.06,1
811,MMRRDI Seth Nandlal Dhoot Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,48.99,1
812,Moga Medicity Superspeciality Hospital (A Unit Of Moga Medicity Private Limited),India,Asia-Pacific,General Hospital,16.800000000000004,48.93,1
813,Mohandai Oswal Hospital; G.T Road; Sherpur Bypass,India,Asia-Pacific,General Hospital,16.800000000000004,48.87,1
814,Monilek Hospital & Research Centre,India,Asia-Pacific,General Hospital,16.800000000000004,48.80,1
815,Moolchand Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,48.74,1
816,Morris Mathias Hospital; Kanyakumari,India,Asia-Pacific,General Hospital,16.800000000000004,48.68,1
817,Mother Vannini Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,48.61,1
818,MP Birla Hospirtal & Priyamvada Birla Cancer Research Institute,India,Asia-Pacific,Cancer Specialty,16.800000000000004,48.55,1
819,MPCT Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,48.49,1
820,Mukat Hospital and Heart Institute (A Unit of City Clinic Private Limited),India,Asia-Pacific,Cardiac Specialty,16.800000000000004,48.43,1
821,Muthoot Healthcare Private Limited; Kozhencherry,India,Asia-Pacific,General Hospital,16.800000000000004,48.36,1
822,Muthu Meenakshi Hospitals,India,Asia-Pacific,General Hospital,16.800000000000004,48.30,1
823,MVJ Medical College & Research Hospital,India,Asia-Pacific,Teaching Hospital,16.800000000000004,48.24,1
824,MVR Cancer & Research Institute,India,Asia-Pacific,Cancer Specialty,16.800000000000004,48.17,1
825,My Hospital Super Speciality Care (A Unit of Chandigarh Healthcare (P) Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,48.11,1
826,N P Rawal Hospitals Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,48.05,1
827,N Z Health & Medicare Center (Zeel Multi Speciality Hospital); Sagwara,India,Asia-Pacific,General Hospital,16.800000000000004,47.98,1
828,N. C. Jindal Institute Of Medical Care & Research,India,Asia-Pacific,Teaching Hospital,16.800000000000004,47.92,1
829,N.M. Virani Wockhardt Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,47.86,1
830,Nagarjuna Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,47.80,1
831,Nalbari Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,47.73,1
832,Nanda Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,47.67,1
833,Narayan Heart and Neuro Superspeciality Hospital,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,47.61,1
834,Narayan Memorial Hospital (A Unit of Narayan Health Services Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,47.54,1
835,Narayan Swaroop Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,47.48,1
836,Narayana Hrudalaya Surgical Pvt Ltd,India,Asia-Pacific,General Hospital,16.800000000000004,47.42,1
837,Narayana Institute of Cardiac Sciences (Unit of Narayana Hrudayalaya Ltd.),India,Asia-Pacific,Cardiac Specialty,16.800000000000004,47.36,1
838,Narayana Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,47.29,1
839,Narayana Multispeciality Hospital Jaipur (A Unit of Narayana Hrudayalaya Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,47.23,1
840,Narayana Multispecialty Hospital; Sector-3; Opposite HSR Club; HSR Layout,India,Asia-Pacific,Multi Specialty,16.800000000000004,47.17,1
841,Narayana Superspeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,47.10,1
842,Narayana Superspeciality Hospital (Unit of MMRHL),India,Asia-Pacific,General Hospital,16.800000000000004,47.04,1
843,Narinder Mohan Hospital & Heart Centre,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,46.98,1
844,Narmada Apna Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,46.91,1
845,Narmada Trauma Centre Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,46.85,1
846,Naruvi Hospitals,India,Asia-Pacific,General Hospital,16.800000000000004,46.79,1
847,National Heart Institute,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,46.73,1
848,National Institute Of Mental Health And Neuro Sciences,India,Asia-Pacific,Neurological Specialty,16.800000000000004,46.66,1
849,Navin Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,46.60,1
850,Navjeevan Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,46.54,1
851,Nayyar Heart Institute & Super Speciality Hospital,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,46.47,1
852,Nazareth Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,46.41,1
853,Neelam Hospital (A unit of Neelam Healthcare Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,46.35,1
854,Nelson Hospital (A Unit of SMD Hospitals Pvt. Ltd.) - (Earlier Certificate issued in the Name of Nelson Mother & Child Care Hospital),India,Asia-Pacific,General Hospital,16.800000000000004,46.28,1
855,Nemcare Hospitals Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,46.22,1
856,Neo Hospital (A Unit of Muskan Medical Centre Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,46.16,1
857,Neotia Getwel Healthcare Centre,India,Asia-Pacific,General Hospital,16.800000000000004,46.10,1
858,Neuro One Hospital; Trichy,India,Asia-Pacific,Neurological Specialty,16.800000000000004,46.03,1
859,New Korba Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,45.97,1
860,New Ruby Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,45.91,1
861,Newera Hospital & Research Institute (A Unit of Newera Hospitals Pvt. Ltd.) - (Earlier Certificate issued in the Name of New Era Hospital & Research Institute),India,Asia-Pacific,Teaching Hospital,16.800000000000004,45.84,1
862,Neyyar Medicity,India,Asia-Pacific,General Hospital,16.800000000000004,45.78,1
863,NHS Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,45.72,1
864,Nidaan Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,45.65,1
865,Nidhi Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,45.59,1
866,NIMS Medical College and Hospital,India,Asia-Pacific,Teaching Hospital,16.800000000000004,45.53,1
867,NIMS Medicity; Thiruvananthapuram,India,Asia-Pacific,General Hospital,16.800000000000004,45.47,1
868,Nirali Hospital (A Unit of Nirali Memorial Medical Trust),India,Asia-Pacific,General Hospital,16.800000000000004,45.40,1
869,Niramaya Hospitals Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,45.34,1
870,Nirmal Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,45.28,1
871,Nirmala Medical Centre,India,Asia-Pacific,General Hospital,16.800000000000004,45.21,1
872,Nirvan Hospital Pvt Ltd,India,Asia-Pacific,General Hospital,16.800000000000004,45.15,1
873,Nivik Neuro Trauma And Multispeciality Hospital,India,Asia-Pacific,Neurological Specialty,16.800000000000004,45.09,1
874,NKS Hospital (A Unit of Bram Healthcare Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,45.03,1
875,Noble Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,44.96,1
876,Noble Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,44.90,1
877,Noblecare Superspecility Hospital and Trauma Centre,India,Asia-Pacific,General Hospital,16.800000000000004,44.84,1
878,North East Health Care Private Limited (Earlier Certificate issued in the name of W-Pratiksha Hospital),India,Asia-Pacific,General Hospital,16.800000000000004,44.77,1
879,Nova Hospital Limited,India,Asia-Pacific,General Hospital,16.800000000000004,44.71,1
880,NTC Hospitals & NTC Institute of Medical Sciences (NIMS),India,Asia-Pacific,Teaching Hospital,16.800000000000004,44.65,1
881,NU Hospitals Private Limited.,India,Asia-Pacific,General Hospital,16.800000000000004,44.58,1
882,NU hospitals Pvt. Ltd; Rajajinagar,India,Asia-Pacific,General Hospital,16.800000000000004,44.52,1
883,Numed Superspeciality Hospital (A Unit of Apy Mediservices Pvt Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,44.46,1
884,Nutema Healthcare Private Limited,India,Asia-Pacific,General Hospital,16.800000000000004,44.40,1
885,Nyle Institute of Medical Sciences Private Limited,India,Asia-Pacific,Teaching Hospital,16.800000000000004,44.33,1
886,O.P Jindal Institute of Cancer & Cardiac Research,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,44.27,1
887,Ohri Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,44.21,1
888,Ojas Multispeciality Hospital LLP,India,Asia-Pacific,General Hospital,16.800000000000004,44.14,1
889,Ojas Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,44.08,1
890,Olive Hospitals,India,Asia-Pacific,General Hospital,16.800000000000004,44.02,1
891,Omega Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,43.95,1
892,Omega Hospitals ( A unit of Hyderabad Institute Of Oncology Pvt Ltd),India,Asia-Pacific,Cancer Specialty,16.800000000000004,43.89,1
893,Omega Hospitals ( A Unit Of Vizag Specialty Hospitals),India,Asia-Pacific,General Hospital,16.800000000000004,43.83,1
894,Omega Hospitals (A Unit Of Kurnool Institute Of Oncology),India,Asia-Pacific,Cancer Specialty,16.800000000000004,43.77,1
895,Omega Hospitals (Guntur Institute Of Oncology),India,Asia-Pacific,Cancer Specialty,16.800000000000004,43.70,1
896,Omni Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,43.64,1
897,Omni Hospital (A Unit of Incor Padmachandra Hospital Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,43.58,1
898,Omni Hospitals (A Unit of INCOR Group),India,Asia-Pacific,General Hospital,16.800000000000004,43.51,1
899,Omni RK Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,43.45,1
900,Oncology & Super Specialty Wing - Dr. Ram Manohar Lohia Institute Of Medical Sciences (Dr. RMLIMS),India,Asia-Pacific,Cancer Specialty,16.800000000000004,43.39,1
901,Orange City Hospital & Research Institute,India,Asia-Pacific,Teaching Hospital,16.800000000000004,43.32,1
902,Orchid Medical Centre,India,Asia-Pacific,General Hospital,16.800000000000004,43.26,1
903,Oriana Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,43.20,1
904,Ortho-one Orthopaedic Speciality Centre (A Unit of Spine Arthroscopic and Joint Replacement Centre Pvt. Ltd.),India,Asia-Pacific,Orthopedic Specialty,16.800000000000004,43.14,1
905,Oscar Super Speciality Hospital & Trauma Center,India,Asia-Pacific,General Hospital,16.800000000000004,43.07,1
906,Oswal Aayush Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,43.01,1
907,Oxygen Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,42.95,1
908,Ozone Hospitals,India,Asia-Pacific,General Hospital,16.800000000000004,42.88,1
909,P D Hinduja National Hospital & Research Centre,India,Asia-Pacific,General Hospital,16.800000000000004,42.82,1
910,P.D. Hinduja Sindhi Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,42.76,1
911,Pace Hospitals(A Unit of OMRV Hospital Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,42.70,1
912,Pacific Institute of Medical Sciences (A Unit of Sai Tirupati University),India,Asia-Pacific,Teaching Hospital,16.800000000000004,42.63,1
913,Pacific Medical College and Hospital,India,Asia-Pacific,Teaching Hospital,16.800000000000004,42.57,1
914,Padmini Care (A Unit of DRIEMS Institute of Health Sciences and Hospital),India,Asia-Pacific,Teaching Hospital,16.800000000000004,42.51,1
915,Pal Balaji Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,42.44,1
916,Pancham Hospitals (A Unit of Pancham Hospitals Private Limited),India,Asia-Pacific,General Hospital,16.800000000000004,42.38,1
917,Panchsheel Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,42.32,1
918,Param Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,42.25,1
919,Paras Hec Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,42.19,1
920,Paras HMRI Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,42.13,1
921,Paras Hospitals,India,Asia-Pacific,General Hospital,16.800000000000004,42.07,1
922,Paras JK Hospital (A Unit of Paras Healthcare Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,42.00,1
923,Parivar Super Speciality Hospital and Research Center,India,Asia-Pacific,General Hospital,16.800000000000004,41.94,1
924,Park Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,41.88,1
925,Park Hospital (A unit of Aggarwal Hospital and Research Services Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,41.81,1
926,Park Hospital (A Unit of Park Medicity World Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,41.75,1
927,Park Hospital; Behror,India,Asia-Pacific,General Hospital,16.800000000000004,41.69,1
928,Parkash Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,41.62,1
929,Parmar Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,41.56,1
930,Parul Sevashram Hospital (Parul Institute of Medical Sciences & Research),India,Asia-Pacific,Teaching Hospital,16.800000000000004,41.50,1
931,Parvathy Ortho Hospital Pvt. Ltd.; Chengalpet,India,Asia-Pacific,Orthopedic Specialty,16.800000000000004,41.44,1
932,Parvati Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,41.37,1
933,Patel Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,41.31,1
934,Pawan Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,41.25,1
935,Pawana Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,41.18,1
936,Peacock Hospitals Pvt Ltd.; Tiruvallur,India,Asia-Pacific,General Hospital,16.800000000000004,41.12,1
937,Peerless Hospitex Hospital & Research Centre Limited,India,Asia-Pacific,General Hospital,16.800000000000004,41.06,1
938,People Tree Hospitals,India,Asia-Pacific,General Hospital,16.800000000000004,40.99,1
939,People's General Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,40.93,1
940,PES Institute of Medical Science & Research Hospital,India,Asia-Pacific,Teaching Hospital,16.800000000000004,40.87,1
941,Philadelphia Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,40.81,1
942,Pinnacle Hospitals,India,Asia-Pacific,General Hospital,16.800000000000004,40.74,1
943,PIOS Medilinks Pvt. Ltd. Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,40.68,1
944,Plus Medicare Hospitals Pvt Ltd,India,Asia-Pacific,General Hospital,16.800000000000004,40.62,1
945,Polakulath Narayanan Renai Medicity,India,Asia-Pacific,General Hospital,16.800000000000004,40.55,1
946,Polaris Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,40.49,1
947,Poona Hospital And Research Centre,India,Asia-Pacific,General Hospital,16.800000000000004,40.43,1
948,Popular Medicare Limited,India,Asia-Pacific,General Hospital,16.800000000000004,40.37,1
949,Popular Medicare Limited Unit Mirzapur,India,Asia-Pacific,General Hospital,16.800000000000004,40.30,1
950,Positron Hospital(A Unit Of Mk Super Speciality Hospital Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,40.24,1
951,PP Maniya Hospital Private Limited,India,Asia-Pacific,General Hospital,16.800000000000004,40.18,1
952,Prakash Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,40.11,1
953,Prakash Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,40.05,1
954,Prakhar Hospital Pvt. Ltd,India,Asia-Pacific,General Hospital,16.800000000000004,39.99,1
955,Prakriya Hospitals,India,Asia-Pacific,General Hospital,16.800000000000004,39.92,1
956,Pranaam Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,39.86,1
957,Pranayam Lung & Heart Institute,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,39.80,1
958,Prashanth Hospitals (A unit of Prashanth Fertility Research Centre Pvt Ltd),India,Asia-Pacific,General Hospital,16.800000000000004,39.74,1
959,Prashanthi Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,39.67,1
960,Prathima Cancer Hospital Pvt. Ltd.,India,Asia-Pacific,Cancer Specialty,16.800000000000004,39.61,1
961,Prathima Hospitals (A Unit of Mamatha Medi Care Private Limited),India,Asia-Pacific,General Hospital,16.800000000000004,39.55,1
962,Prathima Hospitals (A Unit of Sri Sai Balaji Healthcare (I) Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,39.48,1
963,Prayag Hospital & Research Centre (P) Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,39.42,1
964,Precision Urology Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,39.36,1
965,Preethi Hospitals Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,39.29,1
966,Premier Hospital Pvt Ltd,India,Asia-Pacific,General Hospital,16.800000000000004,39.23,1
967,Primus Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,39.17,1
968,Princess Durru Shehvar Children’s & General Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,39.11,1
969,Priyanka Hospital & Cardiac Center (A Unit of Priyanka Heart Care Foundation Society),India,Asia-Pacific,Cardiac Specialty,16.800000000000004,39.04,1
970,PRK Hospitals Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,38.98,1
971,Prolife Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,38.92,1
972,PRS Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,38.85,1
973,Prudence Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,38.79,1
974,PSG Hospitals,India,Asia-Pacific,General Hospital,16.800000000000004,38.73,1
975,Public Health Centre,India,Asia-Pacific,General Hospital,16.800000000000004,38.66,1
976,Pulse Multispeciality Hospital & Research Centre ( A Unit Of Raja Bhrathari Healthcare Pvt Ltd .),India,Asia-Pacific,General Hospital,16.800000000000004,38.60,1
977,Pulse Superspeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,38.54,1
978,Purushottam Das Savitri Devi Cancer Care and Research Centre,India,Asia-Pacific,Cancer Specialty,16.800000000000004,38.48,1
979,Pushpagiri Medical College Hospital,India,Asia-Pacific,Teaching Hospital,16.800000000000004,38.41,1
980,Pushpanjali Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,38.35,1
981,Pushpanjali Hospital & Research Centre Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,38.29,1
982,Q1 Hospitals (A Unit of Q1 Bone & Joint Hospital),India,Asia-Pacific,Orthopedic Specialty,16.800000000000004,38.22,1
983,QRG Medicare Private Limited - (Earlier Certificate issued in the Name of QRG Medicare Limited),India,Asia-Pacific,General Hospital,16.800000000000004,38.16,1
984,Queens NRI Hospital (A Unit of Ms Chalasani Hospital Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,38.10,1
985,R J Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,38.04,1
986,R R Healthcare,India,Asia-Pacific,General Hospital,16.800000000000004,37.97,1
987,R.L. Jalappa Hospital And Research Center,India,Asia-Pacific,General Hospital,16.800000000000004,37.91,1
988,Rabindranath Tagore International Institute of Cardiac Sciences (Unit of Narayana Hrudayalaya Ltd.),India,Asia-Pacific,Cardiac Specialty,16.800000000000004,37.85,1
989,Radhe Multispeciality Hospital (A Unit Of Madhav Shyam Multispeciality Hospital Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,37.78,1
990,Radhika Super Speciality & Advance Trauma Centre,India,Asia-Pacific,General Hospital,16.800000000000004,37.72,1
991,Rainbow Children's Medicare Limited,India,Asia-Pacific,General Hospital,16.800000000000004,37.66,1
992,Rainbow Children's Medicare Pvt Ltd,India,Asia-Pacific,General Hospital,16.800000000000004,37.59,1
993,Rainbow Children's Medicare Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,37.53,1
994,Rainbow Children's Medicare Pvt. Ltd.; Medchal,India,Asia-Pacific,General Hospital,16.800000000000004,37.47,1
995,Rainbow Childrens Medicare Limited,India,Asia-Pacific,General Hospital,16.800000000000004,37.41,1
996,Rainbow Children’s Medicare Limited - (Earlier Certificate issued in the Name of Rainbow Hospital For Women Aand Children),India,Asia-Pacific,Women & Child Specialty,16.800000000000004,37.34,1
997,Rainbow Hospital (A Unit of B.L. Aggarwal Health Care Private Limited),India,Asia-Pacific,General Hospital,16.800000000000004,37.28,1
998,Rainbow Institute of Medical Sciences Pvt. Ltd.,India,Asia-Pacific,Teaching Hospital,16.800000000000004,37.22,1
999,Raj Hospitals,India,Asia-Pacific,General Hospital,16.800000000000004,37.15,1
1000,Raj Jindal Hospital And Research Center Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,37.09,1
1001,Raja Diagnostic Centre and Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,37.03,1
