reference_no,name,accreditation_no,valid_from,valid_upto,remarks,accreditation_type,country,status,extracted_date
HCO-05-2023-02506,"Aadicura Superspeciality Hospital, Vadodara, Gujarat, India",H-2023-1246,21 Sep 2023,20 Sep 2027,,NABH,India,Active,2025-09-22T12:39:43.787545
HCO-05-2023-02520,"Regency Hospital, Lucknow, Uttar Pradesh, India",H-2023-1247,21 Sep 2023,20 Sep 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.787545
HCO-05-2023-02584,"Dr. Kamakshi Memorial Hospital Private Limited, Chennai, Tamil Nadu, India",H-2023-1248,21 Sep 2023,20 Sep 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.787545
HCO-05-2023-02555,"Bengal Faith Hospital (A Unit of Bengal Faith Healthcare Private Limited), Burdwan, West Bengal, India",H-2023-1249,21 Sep 2023,20 Sep 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.787545
HCO-05-2023-02602,"Rainbow Childrens Medicare Limited, Chennai, Tamil Nadu, India",H-2023-1250,28 Sep 2023,27 Sep 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.787545
HCO-05-2023-02557,"Amrita Institute of Medical Sciences and Research Centre, Faridabad, Haryana, India",H-2023-1251,28 Sep 2023,27 Sep 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.787545
HCO-05-2023-02673,"Kailash Deepak Hospital, Delhi, Delhi, India",H-2023-1252,28 Sep 2023,27 Sep 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.787545
HCO-05-2022-02393,"Sushila Hospital, Delhi, Delhi, India",H-2023-1253,05 Oct 2023,04 Oct 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.788541
HCO-05-2022-02324,"Dr. Manjeet Institute of Critical Care,, Jaipur, Rajasthan, India",H-2023-1254,05 Oct 2023,04 Oct 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.788541
HCO-05-2023-02559,"Synergy Multispeciality Hospital Private Limited - (Earlier Certificate issued in the Name of Synergy Multispeciality Hospital, LLP), Sangli, Maharashtra, India",H-2023-1255,12 Oct 2023,11 Oct 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.788541
HCO-05-2023-02593,"Jay Prabha Medanta Super Specialty Hospital, Patna, Bihar, India",H-2023-1256,12 Oct 2023,11 Oct 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.788541
HCO-05-2023-02712,"Sarvodaya Hospital (A Unit of Anshu Hospitals Limited), Gautam Buddha Nagar, Uttar Pradesh, India",H-2023-1257,12 Oct 2023,11 Oct 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.788541
HCO-05-2022-02388,"Dhanalakshmi Srinivasan Medical College and Hospital, Perambalur, Tamil Nadu, India",H-2023-1258,19 Oct 2023,18 Oct 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.789542
HCO-05-2023-02784,"Malik Radix Healthcare Pvt. Ltd., Delhi, Delhi, India",H-2023-1259,19 Oct 2023,18 Oct 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.789542
HCO-05-2022-02408,"Manipal Hospital, Pune, Maharashtra, India",H-2023-1260,26 Oct 2023,25 Oct 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.790543
HCO-05-2023-02708,"Sri Sai Hospitals, Bangalore, Karnataka, India",H-2023-1261,26 Oct 2023,25 Oct 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.790543
HCO-05-2023-02545,"SLG Hospitals, (A Unit of Sree Lakshmi Gayathri Hospitals Private Limited), Hyderabad, Telangana, India",H-2023-1262,26 Oct 2023,25 Oct 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.790543
HCO-05-2023-02558,"Maheshwari Nursing Home, Gwalior, Madhya Pradesh, India",H-2023-1263,26 Oct 2023,25 Oct 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.791542
H-2022-1864,"Sri Narayani Hospital and Research Centre, Vellore, Tamil Nadu, India",H-2023-1264,02 Nov 2023,01 Nov 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.791542
HCO-05-2022-02321,"S.A.I Hospitals, East Godavari, Andhra Pradesh, India",H-2023-1265,02 Nov 2023,01 Nov 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.791542
HCO-05-2022-02266,"Swastik Multispeciality Hospital LLP, Jaipur, Rajasthan, India",H-2023-1266,02 Nov 2023,01 Nov 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.791542
HCO-05-2023-02566,"Arihant Hospital, Belgaum, Karnataka, India",H-2023-1267,02 Nov 2023,01 Nov 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.791542
HCO-05-2022-02375,"Renova Nigl Hospitals (A Unit of Tejaswini Health Care Services Pvt.) , Hyderabad, Telangana, India",H-2023-1268,02 Nov 2023,01 Nov 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.791542
HCO-05-2023-02621,"Malabar Institute of Medical Sciences Ltd. (Aster Mother Hospital), Malappuram, Kerala, India",H-2023-1269,09 Nov 2023,08 Nov 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.791542
HCO-05-2023-02703,"Tagore Hospital and Research Institute (A Unit of Maya Kanwar Ba Mahila Vikas Samiti), Jaipur, Rajasthan, India",H-2023-1270,09 Nov 2023,08 Nov 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.791542
HCO-05-2022-02223,"Ortho-one Orthopaedic Speciality Centre (A Unit of Spine Arthroscopic and Joint Replacement Centre Pvt. Ltd.), Coimbatore, Tamil Nadu, India",H-2023-1271,09 Nov 2023,08 Nov 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.791542
HCO-05-2023-02468,"Sudha Hospital & Medical Research Centre Pvt. Ltd., Kota, Rajasthan, India",H-2023-1272,23 Nov 2023,22 Nov 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.791542
HCO-05-2023-02510,"Malik Hospital, Hisar, Haryana, India",H-2023-1273,23 Nov 2023,22 Nov 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.792545
HCO-05-2022-02442,"Smt. S. R. Mehta & Sir K. P. Cardiac Institute, Mumbai, Maharashtra, India",H-2023-1274,23 Nov 2023,22 Nov 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.792545
HCO-05-2023-02598,"NKS Hospital (A Unit of Bram Healthcare Pvt. Ltd.), Delhi, Delhi, India",H-2023-1275,23 Nov 2023,22 Nov 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.792545
HCO-05-2023-02608,"Sanjivani Super Speciality Hospital, Ahmedabad, Gujarat, India",H-2023-1276,23 Nov 2023,22 Nov 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.792545
HCO-05-2023-02734,"Maharishi Markandeshwar College of Medical Science and Research, Ambala, Haryana, India",H-2023-1277,23 Nov 2023,22 Nov 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.792545
HCO-05-2023-02828,"Ananta Institute of Medical Sciences & Research Centre, Rajsamand, Rajasthan, India",H-2023-1278,23 Nov 2023,22 Nov 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.792545
HCO-05-2023-02592,"Charnock Hospitals Private Limited, Kolkata, West Bengal, India",H-2023-1279,23 Nov 2023,22 Nov 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.792545
HCO-05-2022-02369,"DSM Multispeciality Hospital, Jhunjhunu, Rajasthan, India",H-2023-1280,23 Nov 2023,22 Nov 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.792545
HCO-05-2022-02225,"Good Samaritan Cancer and General Hospital, West Godavari, Andhra Pradesh, India",H-2023-1281,30 Nov 2023,29 Nov 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.792545
HCO-05-2023-02717,"Saxena Multispeciality Hospital Pvt. Ltd., Sonipat, Haryana, India",H-2023-1282,30 Nov 2023,29 Nov 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.793544
HCO-05-2023-02658,"Sanjeevani Multispeciality Hospital, Jalna, Maharashtra, India",H-2023-1283,07 Dec 2023,06 Dec 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.793544
HCO-05-2023-02807,"Marble City Hospital, Ajmer, Rajasthan, India",H-2023-1284,07 Dec 2023,06 Dec 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.793544
HCO-05-2023-02627,"Unique Hospital Multispeciality & Research Institute, Surat, Gujarat, India",H-2023-1285,07 Dec 2023,06 Dec 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.793544
HCO-05-2023-02564,"Aster Narayanadri Hospital (A Unit of Aster DM Healthcare Limited), Tirupati, Andhra Pradesh, India",H-2023-1286,07 Dec 2023,06 Dec 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.793544
HCO-05-2023-02752,"Baby Memorial Hospital (A Unit of Genesis Institute of Medical Sciences Pvt. Ltd.) , Kannur, Kerala, India",H-2023-1287,07 Dec 2023,06 Dec 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.793544
HCO-05-2023-02729,"Kumaran Hospitals Pvt. Ltd., Chennai, Tamil Nadu, India",H-2023-1288,14 Dec 2023,13 Dec 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.793544
HCO-05-2023-02804,"UNM Children Hospital, Surat, Gujarat, India",H-2023-1289,14 Dec 2023,13 Dec 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.793544
HCO-05-2023-02600,"Viveka Super Speciality Hospital & Research Centre Pvt. Ltd., Nagpur, Maharashtra, India",H-2023-1290,14 Dec 2023,13 Dec 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.793544
HCO-05-2023-02700,"St. Ann's Hospital, Vijayawada, Andhra Pradesh, India",H-2023-1291,14 Dec 2023,13 Dec 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.794542
HCO-05-2023-02691,"Atlanta Mediworld Multi Speciality Hospital & Research Centre (A Unit of RRM Services), Ghaziabad, Uttar Pradesh, India",H-2023-1292,14 Dec 2023,13 Dec 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.794542
HCO-05-2023-02693,"Kamla Nursing Home, Alwar, Rajasthan, India",H-2023-1293,14 Dec 2023,13 Dec 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.794542
HCO-05-2023-02481,"Sanjeevani Hospital (A Unit of Oasis Medicare Pvt. Ltd.), Jaipur, Rajasthan, India",H-2023-1294,14 Dec 2023,13 Dec 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.794542
HCO-05-2023-02715,"Shri Ram Super Speciality Surgical Centre Pvt. Ltd., Jodhpur, Rajasthan, India",H-2023-1295,21 Dec 2023,20 Dec 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.794542
HCO-05-2022-02210,"The Hans Foundation General Hospital, Pauri Garhwal, Uttarakhand, India",H-2023-1296,21 Dec 2023,20 Dec 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.794542
HCO-05-2023-02607,"Rashtrasant Tukdoji Cancer Hospital and Research Centre, Nagpur, Maharashtra, India",H-2023-1297,21 Dec 2023,20 Dec 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.794542
HCO-05-2023-02805,"Vinayaka Hospital, Jodhpur, Rajasthan, India",H-2023-1298,21 Dec 2023,20 Dec 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.794542
HCO-05-2022-02395,"Mark Hospital, Bilaspur, Chattisgarh, India",H-2023-1299,21 Dec 2023,20 Dec 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.794542
HCO-05-2023-02789,"KMCT Medical College Hospital, Kozhikode, Kerala, India",H-2023-1300,21 Dec 2023,20 Dec 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.795544
HCO-05-2023-02654,"Top Stars Hospitals Pvt. Ltd.	, Vijayawada, Andhra Pradesh, India",H-2023-1301,21 Dec 2023,20 Dec 2027,Forced Withdrawal of Accreditation w.e.f. 29th July 2025,NABH,India,Active,2025-09-22T12:39:43.795544
HCO-05-2023-02649,"Medicover Hospitals (Sahrudaya Health Care Pvt. Ltd.), Nizamabad, Telangana, India",H-2023-1302,28 Dec 2023,27 Dec 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.795544
HCO-05-2023-02694,"Life Kare Multispecialty & Super Speciality Hospital, Amritsar, Punjab, India",H-2023-1303,28 Dec 2023,27 Dec 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.795544
HCO-05-2023-02826,"Sir Ivan Stedeford Hospital, Chennai, Tamil Nadu, India",H-2023-1304,28 Dec 2023,27 Dec 2027,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.795544
HCO-05-2023-02769,"Sadbhavna Hospital, Fatehabad, Haryana, India",H-2024-1305,04 Jan 2024,03 Jan 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.795544
HCO-05-2023-02631,"Agarwal Nursing Home, Kurukshetra, Haryana, India",H-2024-1306,04 Jan 2024,03 Jan 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.795544
HCO-05-2023-02697,"Noblecare Superspecility Hospital and Trauma Centre, Bahadurgarh, Haryana, India",H-2024-1307,04 Jan 2024,03 Jan 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.795544
HCO-05-2023-02710,"Ruby Hall Clinic, Pune, Maharashtra, India",H-2024-1308,04 Jan 2024,03 Jan 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.796554
HCO-05-2023-02676,"G G Hospital, Chennai, Tamil Nadu, India",H-2024-1309,04 Jan 2024,03 Jan 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.796554
HCO-05-2023-02591,"Maxwell Super Multi Speciality Hospital Private Limited, Varanasi, Uttar Pradesh, India",H-2024-1310,04 Jan 2024,03 Jan 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.796554
HCO-05-2022-02283,"Sapthagiri Institute of Medical Sciences and Research Center Hospital, Bangalore, Karnataka, India",H-2024-1311,11 Jan 2024,10 Jan 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.796554
HCO-05-2023-02597,"Sharbati Surgical and Maternity Home, Mahendragarh, Haryana, India",H-2024-1312,11 Jan 2024,10 Jan 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.797551
HCO-05-2023-02756,"Pushpagiri Medical College Hospital, Pathanamthitta, Kerala, India",H-2024-1313,11 Jan 2024,10 Jan 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.797551
HCO-05-2022-02312,"Shree Balaji Super Speciality Healthcare Pvt. Ltd., Kangra, Himachal Pradesh, India",H-2024-1314,11 Jan 2024,10 Jan 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.803468
HCO-05-2023-02662,"Liberty Hospital, Jaipur, Rajasthan, India",H-2024-1315,18 Jan 2024,17 Jan 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.803468
HCO-05-2023-02779,"Panchsheel Hospital Pvt. Ltd., Delhi, Delhi, India",H-2024-1316,18 Jan 2024,17 Jan 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.803468
HCO-05-2023-02958,"Amar Jain Hospital, Jaipur, Rajasthan, India",H-2024-1317,18 Jan 2024,17 Jan 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.803468
HCO-05-2022-02414,"M.A.J. Hospital, Ernakulam, Kerala, India",H-2024-1318,01 Feb 2024,31 Jan 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.804470
HCO-05-2023-02563,"Alluri Sitarama Raju Academy of Medical Sciences, West Godavari, Andhra Pradesh, India",H-2024-1319,01 Feb 2024,31 Jan 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.804470
HCO-05-2023-02643,"Dr Rai Hospital, Sagar, Madhya Pradesh, India",H-2024-1320,01 Feb 2024,31 Jan 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.804470
HCO-05-2023-02754,"PP Maniya Hospital Private Limited, Surat, Gujarat, India",H-2024-1321,01 Feb 2024,31 Jan 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.804470
HCO-05-2022-02376,"Dr. G. M. Taori Central India Institute of Medical Sciences, Nagpur, Maharashtra, India",H-2024-1322,01 Feb 2024,31 Jan 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.805469
HCO-05-2022-02381,"Kothari Medical & Research Institute , Bikaner, Rajasthan, India",H-2024-1323,08 Feb 2024,07 Feb 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.805469
HCO-05-2023-02946,"Marwari Hospital , Guwahati, Assam, India",H-2024-1324,08 Feb 2024,07 Feb 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.805469
HCO-05-2023-02670,"N P Rawal Hospitals Pvt. Ltd., Karnal, Haryana, India",H-2024-1325,15 Feb 2024,14 Feb 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.805469
HCO-05-2023-02837,"Victor Hospital, South Goa, Goa, India",H-2024-1326,15 Feb 2024,14 Feb 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.805469
HCO-05-2023-02813,"Apex Skyline Hospital (A Unit of Apex Hospitals Private Limited), Jhunjhunu, Rajasthan, India",H-2024-1327,15 Feb 2024,14 Feb 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.805469
HCO-05-2023-02502,"Philadelphia Hospital, Ambala, Haryana, India",H-2024-1328,29 Feb 2024,28 Feb 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.805469
HCO-05-2023-02556,"Sree Gokulam Medical College and Research Foundation, Thiruvananthapuram, Kerala, India",H-2024-1329,29 Feb 2024,28 Feb 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.806469
HCO-05-2023-02484,"Srinivas Institute of Medical Sciences and Research Centre , Mangalore, Karnataka, India",H-2024-1330,29 Feb 2024,28 Feb 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.806469
HCO-05-2023-02553,"Galaxy Hospital, Varanasi, Uttar Pradesh, India",H-2024-1331,29 Feb 2024,28 Feb 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.806469
HCO-05-2023-02757,"NIMS Medical College and Hospital, Jaipur, Rajasthan, India",H-2024-1332,29 Feb 2024,28 Feb 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.806469
HCO-05-2023-03032,"Mediversal Multi  Super Specialty  Hospital , Patna, Bihar, India",H-2024-1333,07 Mar 2024,06 Mar 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.806469
HCO-05-2023-03059,"Sachkhand Hospital , Alwar, Rajasthan, India",H-2024-1334,07 Mar 2024,06 Mar 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.806469
HCO-05-2023-02744,"Jagannath Gupta Institute of Medical Sciences and Hospital, Kolkata, West Bengal, India",H-2024-1335,07 Mar 2024,06 Mar 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.806469
HCO-05-2023-02509,"Narayana Multispeciality Hospital, Kolkata, West Bengal, India",H-2024-1336,07 Mar 2024,06 Mar 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.807468
HCO-05-2023-02515,"Shri Balaji Institute of Medical Science, Raipur, Chattisgarh, India",H-2024-1337,14 Mar 2024,13 Mar 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.807468
HCO-05-2023-02825,"Mehta Multispeciality Hospitals India Pvt. Ltd. - Global Campus, Chennai, Tamil Nadu, India",H-2024-1338,14 Mar 2024,13 Mar 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.807468
HCO-05-2023-02617,"Terna Speciality Hospital and Research Centre, Navi Mumbai, Maharashtra, India",H-2024-1339,14 Mar 2024,13 Mar 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.807468
HCO-05-2023-02783,"Parvati Hospital Pvt. Ltd., Prayagraj, Uttar Pradesh, India",H-2024-1340,21 Mar 2024,20 Mar 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.807468
HCO-05-2023-02915,"Jeevan Jyoti Nursing Home, Jodhpur, Rajasthan, India",H-2024-1341,21 Mar 2024,20 Mar 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.807468
HCO-05-2022-02358,"Cancer Treatment Services Hyderabad Pvt. Ltd. - At Babina Specialty Hospital, Imphal, Manipur, India",H-2024-1342,21 Mar 2024,20 Mar 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.807468
HCO-05-2023-02740,"Symbiosis University Hospital and Research Centre, Pune, Maharashtra, India",H-2024-1343,21 Mar 2024,20 Mar 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.808468
HCO-05-2023-02753,"Dana Shivam Heart and Super Speciality Hospital, Jaipur, Rajasthan, India",H-2024-1344,21 Mar 2024,20 Mar 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.808468
HCO-05-2023-02798,"Tula Hospital (A Unit of Bothanzi Medicals Pvt. Ltd.), Palwal, Haryana, India",H-2024-1345,21 Mar 2024,20 Mar 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.808468
HCO-05-2023-02818,"Parmar Hospital, Ropar, Punjab, India",H-2024-1346,21 Mar 2024,20 Mar 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.808468
HCO-05-2023-02701,"Bhatia Hospital, Mumbai, Maharashtra, India",H-2024-1347,21 Mar 2024,20 Mar 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.808468
HCO-05-2023-02776,"Oswal Aayush Super Speciality Hospital, Jamnagar, Gujarat, India",H-2024-1348,21 Mar 2024,20 Mar 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.808468
HCO-05-2023-02832,"Spes Super Speciality Hospital, Greater Noida, Uttar Pradesh, India",H-2024-1349,21 Mar 2024,20 Mar 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.808468
HCO-05/2022/02191,"Saraswati Hospital & Research Centre, Lucknow, Uttar Pradesh, India",H-2024-1350,20 Mar 2024,19 Mar 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.808468
HCO-05-2023-02844,"Apex Ranthambhore Sevika Hospital, Sawai Madhopur, Rajasthan, India",H-2024-1351,27 Mar 2024,26 Mar 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.809471
HCO-05-2023-03048,"Apollo Sage Hospital, Bhopal, Madhya Pradesh, India",H-2024-1352,27 Mar 2024,26 Mar 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.809471
HCO-05-2023-02741,"T.N.K.H.N.U. Charity Fund Hospital, Theni, Tamil Nadu, India",H-2024-1353,04 Apr 2024,03 Apr 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.809471
HCO-05-2023-02588,"Father Muller Hospital , Dakshina Kannada, Karnataka, India",H-2024-1354,04 Apr 2024,03 Apr 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.809471
HCO-05-2023-02625,"Prashanthi Hospital, Warangal, Andhra Pradesh, India",H-2024-1355,04 Apr 2024,03 Apr 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.809471
HCO-05-2023-02628,"B. Lal Hospital & Research Center, Jalore, Rajasthan, India",H-2024-1356,04 Apr 2024,03 Apr 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.809471
HCO-05-2023-02911,"Apex Hospital Mansarovar, Jaipur, Rajasthan, India",H-2024-1357,04 Apr 2024,03 Apr 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.809471
HCO-05-2022-02132,"Lata Mangeshkar Hospital, Nagpur, Maharashtra, India",H-2024-1358,18 Apr 2024,17 Apr 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.810473
HCO-05-2023-02743,"Kaluram Memorial Hospitals Private Limited, Jaipur, Rajasthan, India",H-2024-1359,18 Apr 2024,17 Apr 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.810473
HCO-05-2023-02802,"Kailash Cancer Hospital and Research Centre, Vadodara, Gujarat, India",H-2024-1360,18 Apr 2024,17 Apr 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.810473
HCO-05-2023-02833,"Med Card Multispeciality Hospital, Amritsar, Punjab, India",H-2024-1361,18 Apr 2024,17 Apr 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.810473
HCO-05-2023-02633,"Jaipur National University Institute for Medical Sciences and Research Centre (JNUIMSRC), Jaipur, Rajasthan, India",H-2024-1362,18 Apr 2024,17 Apr 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.810473
HCO-05-2023-03006,"Cauvery Heart and Multi Speciality Hospital, Mysore, Karnataka, India",H-2024-1363,25 Apr 2024,24 Apr 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.810473
HCO-05-2023-02847,"Medipolis Life Care LLP, Palanpur, Gujarat, India",H-2024-1364,25 Apr 2024,24 Apr 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.810981
HCO-05-2023-03031,"Manglamplus Medicity LLP, Jaipur, Rajasthan, India",H-2024-1365,25 Apr 2024,24 Apr 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.810981
HCO-05-2023-03033,"Medicover Women and Child Hospitals (A Unit of Sahrudaya Healthcare Pvt. Ltd.) - (Earlier Certificate issued in the name of Medicover Women and Child Hospitals (A Unit of Suyosha Healthcare Pvt. Ltd.), Hyderabad, Telangana, India",H-2024-1366,25 Apr 2024,24 Apr 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.810981
HCO-05-2023-02714,"Sadguru Hospital, Cuttack, Orissa, India",H-2024-1367,02 May 2024,01 May 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.810981
HCO-05-2023-02815,"Mangalam Hospital, Jaipur, Rajasthan, India",H-2024-1368,02 May 2024,01 May 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.810981
HCO-05-2023-02897,"Ujala Cygnus Kashmir Superspeciality Hospital, Srinagar, Jammu and Kashmir, India",H-2024-1369,02 May 2024,01 May 2028,Accredited on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.810981
