reference_no,name,accreditation_no,valid_from,valid_upto,remarks,accreditation_type,facility_type,country,status,extracted_date
D-2023-0540,"Bharati Vidyapeeth (Deemed To Be University) Dental College And Hospital Navi Mumbai, Navi Mumbai, Maharashtra, India",D-2024-0373,29 Feb 2024,28 Feb 2027,,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.405401
DC-2023-0493,"Usha Smile Care, Sikar, Rajasthan, India",D-2024-0374,29 Feb 2024,28 Feb 2027,,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.405401
DC-2023-0558,"Clove Dental (Unit Of Star Dental Centre Private Limited), Greater Noida, Uttar Pradesh, India",D-2024-0375,29 Feb 2024,28 Feb 2027,,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.405401
DC-2023-0548,"Conquer Dental Clinic (A Unit Of M/s MDS Conquer LLP), Medchal, Hyderabad, Telangana, India",D-2024-0376,29 Feb 2024,28 Feb 2027,,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.405401
DC-2022-0407,"Sri Durga Multispeciality Dental Clinic, Kondapalli, Krishna, Andhra Pradesh, India",D-2024-0377,14 Mar 2024,13 Mar 2027,"Accreditation under Suspension w.e.f . August 01, 2025",NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.405401
DC-2023-0556,"Clove Dental (Unit of Star Dental Centre Private Limited), Gurgaon, Haryana, India",D-2024-0378,14 Mar 2024,13 Mar 2027,,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.405401
DC-2022-0417,"Clove Dental (Unit of Star Dental Center Private Limited), RK Puram, Delhi, Delhi, India",D-2024-0379,20 Mar 2024,19 Mar 2027,,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.405401
D-2023-0491,"Bharati Vidyapeeth (Deemed To Be) University Dental College &Hospital, Pune, Pune, Maharashtra, India",D-2024-0380,04 Apr 2024,03 Apr 2027,,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.405401
DC-2023-0494,"Dr. Tushir's Multispeciality Clinic, Delhi, Delhi, India",D-2024-0381,18 Apr 2024,17 Apr 2027,,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.409922
DC-2023-0531,"Care Dental Clinic, Chennai, Tamil Nadu, India",D-2024-0382,18 Apr 2024,17 Apr 2027,,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.409922
DC-2023-0498,"Ethical Dental Clinic, New Delhi, Delhi, India",D-2024-0383,18 Apr 2024,17 Apr 2027,,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.409922
DC-2024-0570,"Shri Kripa Dental Clinic, Dadri, Uttar Pradesh, India",D-2024-0384,09 May 2024,08 May 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.409922
DC-2024-0565,"Shagun Dental Care Laser And Implant Centre, Lucknow, Uttar Pradesh, India",D-2024-0385,16 May 2024,15 May 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.409922
DC-2024-0564,"Mishra's Clinic, Ghaziabad, Uttar Pradesh, India",D-2024-0386,30 May 2024,29 May 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.409922
DC-2023-0551,"Sri Laasya Dental Clinic, Visakhapatnam, Andhra Pradesh, India",D-2024-0387,30 May 2024,29 May 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.409922
DC-2023-0554,"KSD Premium , Gandhinagar, Gujarat, India",D-2024-0388,13 Jun 2024,12 Jun 2027,,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.409922
DC-2023-0549,"Haripriya Dental Clinic, Tirupati, Andhra Pradesh, India",D-2024-0389,04 Jul 2024,03 Jul 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.409922
DC-2023-0522,"Triveni Dental (A Unit of Triveni Wellness Pvt. Ltd.), Charkhi Dadri , Haryana, India",D-2024-0390,11 Jul 2024,10 Jul 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.409922
DC-2024-0587,"Dental Quest, Delhi, Delhi, India",D-2024-0391,11 Jul 2024,10 Jul 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.409922
DC-2023-0559,"Sehgal Dental Clinic, New Delhi, Delhi, India",D-2024-0392,11 Jul 2024,10 Jul 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.409922
DC-2023-0524,"Shree Dental Care Laser Implant Maxillofacial Trauma Center, Mahendergarh, Haryana, India",D-2024-0393,11 Jul 2024,10 Jul 2027,,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.409922
D-2021-0379,"Vinayaka Missions Sankarachariyar Dental College, Salem, Tamil Nadu, India",D-2024-0394,18 Jul 2024,17 Jul 2027,,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.409922
DC-2024-0562,"Oraa Care Smile Dental Clinic, New Delhi, Delhi, India",D-2024-0395,18 Jul 2024,17 Jul 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.409922
DC-2023-0507,"Sehgal Multispeciality General And Dental Clinic, Bhopal, Madhya Pradesh, India",D-2024-0396,08 Aug 2024,07 Aug 2027,,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.409922
DC-2024-0573,"Apple International Dental (A Unit of Apple Oral and Dental Pvt. Ltd.), Srikakulam, Andhra Pradesh, India",D-2024-0397,08 Aug 2024,07 Aug 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.409922
DC-2023-0545,"Kansal Dental Clinic and Orthodontic Centre, Meerut, Uttar Pradesh, India",D-2024-0398,16 Aug 2024,15 Aug 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.409922
DC-2024-0575,"Dento Hub Dental Clinic, New Delhi, Delhi, India",D-2024-0399,22 Aug 2024,21 Aug 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.409922
DC-2024-0597,"Shree Krishan Dental Hospital , Jaipur, Rajasthan, India",D-2024-0400,29 Aug 2024,28 Aug 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.409922
DC-2024-0577,"Punhani Tooth Care, New Delhi, Delhi, India",D-2024-0401,05 Sep 2024,04 Sep 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.409922
DC-2023-0504,"Maa Madhuri Dental Hospital, Ranchi, Jharkhand, India",D-2024-0402,05 Sep 2024,04 Sep 2027,,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.409922
DC-2024-0567,"Simpladent Clinic, Ghaziabad, Uttar Pradesh, India",D-2024-0403,12 Sep 2024,11 Sep 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.409922
DC-2023-0539,"Kalyani Speciality Dental Clinic, Guntur, Andhra Pradesh, India",D-2024-0404,12 Sep 2024,11 Sep 2027,,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.409922
D-2023-0539,"VEEYES Dental Hospital (A Unit Of Veeyes Dental Care Llp), Coimbatore, Tamil Nadu, India",D-2024-0405,19 Sep 2024,18 Sep 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.409922
D-2022-0424,"VYWS Dental College & Hospital, Amravati, Maharashtra, India",D-2024-0406,26 Sep 2024,25 Sep 2027,,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.409922
DC-2023-0519,"Rohilla Dental Clinic , Jind, Haryana, India",D-2024-0407,26 Sep 2024,25 Sep 2027,,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.409922
DC-2024-0583,"Clove Dental (Unit of Star Dental Centre Private Limited), Shahdara, Delhi, Delhi, India",D-2024-0408,26 Sep 2024,25 Sep 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.409922
DC-2024-0618,"Dev Dental Superspeciality Hospital, Jaipur, Rajasthan, India",D-2024-0409,26 Sep 2024,25 Sep 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.409922
DC-2024-0566,"Sparsh Dental Clinic , Ahmedabad, Gujarat, India",D-2024-0410,03 Oct 2024,02 Oct 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.409922
DC-2024-0588,"Mittal Dental Clinic, Ambala, Haryana, India",D-2024-0411,03 Oct 2024,02 Oct 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.414003
DC-2024-0607,"Nexus Superspeciality Dental & Implant Centre, Shahdara, Delhi, Delhi, India",D-2024-0412,10 Oct 2024,09 Oct 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.414003
DC-2023-0555,"Dental House, Jabalpur, Madhya Pradesh, India",D-2024-0413,10 Oct 2024,09 Oct 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.414003
DC-2023-0500,"Tathastu Superspeciality Dental Clinic, Pithampur, Madhya Pradesh, India",D-2024-0414,07 Nov 2024,06 Nov 2027,"Accreditation under Suspension w.e.f . July 17, 2025",NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.414003
DC-2023-0550,"Dr. Dhingra Dental And Surgical Centre, Karnal, Haryana, India",D-2024-0415,07 Nov 2024,06 Nov 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.414003
D-2023-0542,"KLE Vishwanath Katti Institute Of Dental Sciences, Belagavi, Karnataka, India",D-2024-0416,14 Nov 2024,13 Nov 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.414003
DC-2024-0579,"Sri Sai Surya Dental Care , Srikakulam, Andhra Pradesh, India",D-2024-0417,14 Nov 2024,13 Nov 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.414003
DC-2024-0621,"Varun Dental Care, A Unit Of M/S Apple Oral And Dental Pvt Ltd, Vizianagaram, Andhra Pradesh, India",D-2024-0418,14 Nov 2024,13 Nov 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.414003
DC-2024-0594,"Shubham Dental Clinic, Karnal, Haryana, India",D-2024-0419,14 Nov 2024,13 Nov 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.414003
DC-2024-0568,"Agrawal's Multispeciality Dental Clinic, Ahmedabad, Gujarat, India",D-2024-0420,21 Nov 2024,20 Nov 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.414003
DC-2024-0598,"Dr Batra's Dentistree Dental Clinic, Vadodara, Gujarat, India",D-2024-0421,21 Nov 2024,20 Nov 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.414003
DC-2024-0580,"Dr. Gaur's Dental Clinic , Gurgaon, Haryana, India",D-2024-0422,21 Nov 2024,20 Nov 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.414003
DC-2024-0561,"The Dental Paradise, Ludhiana, Punjab, India",D-2024-0423,21 Nov 2024,20 Nov 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.414003
DC-2024-0614,"Modern Dental Hospital, Jaipur, Rajasthan, India",D-2024-0424,21 Nov 2024,20 Nov 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.414003
DC-2024-0613,"Vaishali Dental Hospital, Jaipur, Rajasthan, India",D-2024-0425,28 Nov 2024,27 Nov 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.414003
DC-2024-0635,"Smile Dental Clinic and Health Care, Sahibabad, Ghaziabad, Uttar Pradesh, India",D-2024-0426,28 Nov 2024,27 Nov 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.414003
DC-2024-0574,"Ramatri's Family and Child Dental Care, Ahmedabad, Gujarat, India",D-2024-0427,05 Dec 2024,04 Dec 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.414003
DC-2024-0578,"Gupta Dental Centre , Chandigarh, Chandigarh, India",D-2024-0428,05 Dec 2024,04 Dec 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.414003
DC-2024-0610,"Blue Orchid Health Care, Jaipur, Rajasthan, India",D-2024-0429,05 Dec 2024,04 Dec 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.414003
DC-2024-0617,"Smile Care Dental Clinic, Bhopal, Madhya Pradesh, India",D-2024-0430,12 Dec 2024,11 Dec 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.416821
DC-2024-0584,"Clove Dental (Unit of Star Dental Centre Private Limited), Panchkula, Haryana, India",D-2024-0431,19 Dec 2024,18 Dec 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.416821
DC-2024-0605,"Truheal Clinic, Dwarka, Delhi, India",D-2024-0432,26 Dec 2024,25 Dec 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.416821
DC-2024-0629,"Anand Dental Hospital & Diagnostic Centre , Jaipur, Rajasthan, India",D-2024-0433,26 Dec 2024,25 Dec 2028,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.416821
DC-2023-0501,"Tathastu Superspeciality Dental Clinic, Mandideep, Madhya Pradesh, India",D-2025-0434,09 Jan 2025,08 Jan 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.416821
DC-2024-0591,"Global Dental Hospital Orthodontic and implant Centre , Ajmer, Rajasthan, India",D-2025-0435,16 Jan 2025,15 Jan 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.416821
DC-2024-0589,"Clove Dental (Unit of Star Dental Centre Private Limited), Vijayawada, Andhra Pradesh, India",D-2025-0436,16 Jan 2025,15 Jan 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.418329
DC-2024-0603,"Dental Craft Multispeciality Dentistry, Dwarka, New Delhi, Delhi, India",D-2025-0437,23 Jan 2025,22 Jan 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.418329
DC-2024-0599,"Dr. Jaiswal Dental Care Centre, New Delhi, Delhi, India",D-2025-0438,23 Jan 2025,22 Jan 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.418329
DC-2023-0560,"Dr Rahar Dental Collage, Bhiwani, Haryana, India",D-2025-0439,30 Jan 2025,29 Jan 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.418329
DC-2024-0586,"Clove Dental (Unit of Star Dental Centre Private Limited), Secunderabad, Telangana, India",D-2025-0440,30 Jan 2025,29 Jan 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.418329
DC-2024-0619,"Tathastu Superspeciality Dental Clinic, Bhopal, Madhya Pradesh, India",D-2025-0441,30 Jan 2025,29 Jan 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.418329
DC-2024-0593,"Clove Dental (Unit of Star Dental Centre Private Limited), Chennai, Tamil Nadu, India",D-2025-0442,30 Jan 2025,29 Jan 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.418329
DC-2024-0640,"Dr. Asra's Smile Dental, Hyderabad, Telangana, India",D-2025-0443,30 Jan 2025,29 Jan 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.418329
DC-2024-0608,"Shree Ram Diagnostic And Dental Hospital, Jaipur, Rajasthan, India",D-2025-0444,06 Feb 2025,05 Feb 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.418329
DC-2024-0633,"Dentistium Multispeciality Dental Clinic, Ahmedabad, Gujarat, India",D-2025-0445,13 Feb 2025,12 Feb 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.418329
DC-2023-0513,"Chandak Dental Clinic , Nagpur, Maharashtra, India",D-2025-0446,13 Feb 2025,12 Feb 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.420336
DC-2024-0662,"Amaravathi Dental Hospital, Guntur, Andhra Pradesh, India",D-2025-0447,13 Feb 2025,12 Feb 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.420336
DC-2024-0648,"Deepa Dental Care, Sahibabad, Uttar Pradesh, India",D-2025-0448,20 Feb 2025,19 Feb 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.420336
DC-2024-0628,"Shikhar Dental Hospital , Jaipur, Rajasthan, India",D-2025-0449,27 Feb 2025,26 Feb 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.420336
DC-2024-0658,"Goyal Dental Clinic, Panchkula, Haryana, India",D-2025-0450,27 Feb 2025,26 Feb 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.420336
DC-2024-0668,"Shri Karni Dental Hospital, Jaipur, Rajasthan, India",D-2025-0451,27 Feb 2025,26 Feb 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.420336
DC-2025-0676,"Global Multispeciality Dental Care, Srikakulam, Andhra Pradesh, India",D-2025-0452,06 Mar 2025,05 Mar 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.420336
DC-2024-0656,"Malhotra Smile Care & Implant Centre, Jaipur, Rajasthan, India",D-2025-0453,13 Mar 2025,12 Mar 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.420336
DC-2024-0630,"JBS Dental Studio , Hyderabad, Telangana, India",D-2025-0454,13 Mar 2025,12 Mar 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.420336
DC-2024-0622,"Rayen Dental Care Centre, Chennai, Tamil Nadu, India",D-2025-0455,13 Mar 2025,12 Mar 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.422343
DC-2024-0581,"Malhan Dental Clinic , Jalandhar, Punjab, India",D-2025-0456,13 Mar 2025,12 Mar 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.422343
DC-2024-0649,"Vinayak Dental Care A Multispeciality Dental Clinic, Jaipur, Rajasthan, India",D-2025-0457,13 Mar 2025,12 Mar 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.422343
DC-2024-0620,"V Dental, Visakhapatnam, Andhra Pradesh, India",D-2025-0458,20 Mar 2025,19 Mar 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.422343
DC-2024-0634,"Dr. Pandeys Dental Hospital, Uttam Nagar, Delhi, Delhi, India",D-2025-0459,20 Mar 2025,19 Mar 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.422343
DC-2024-0654,"Root and Tooth Dental Hospital Orthodontic and Implant Centre , Jaipur, Rajasthan, India",D-2025-0460,20 Mar 2025,19 Mar 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.422343
DC-2024-0609,"Devkripa Health Care Center, Jaipur, Rajasthan, India",D-2025-0461,20 Mar 2025,19 Mar 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.422343
D-2024-0602,"Centre for Dental Education & Research - All India Institute of Medical Sciences, New Delhi, Delhi, India",D-2025-0462,27 Mar 2025,26 Mar 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.422343
DC-2024-0651,"Mittal Dental Clinic, Ambala, Haryana, India",D-2025-0463,27 Mar 2025,26 Mar 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.422343
DC-2024-0669,"Bansal Dental Hospital, Jaipur, Rajasthan, India",D-2025-0464,27 Mar 2025,26 Mar 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.424350
DC-2024-0666,"Smiles Dental Specialities, Bangalore, Karnataka, India",D-2025-0465,27 Mar 2025,26 Mar 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.424350
DC-2024-0663,"Dr. Ritesh Choudhary'S Yentl Dental, New Delhi, Delhi, India",D-2025-0466,03 Apr 2025,02 Apr 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.424350
DC-2025-0687,"Sri Dental Clinic, A Unit Of Apple Oral And Dental Private Limited, West Godavari, Andhra Pradesh, India",D-2025-0467,03 Apr 2025,02 Apr 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.424350
DC-2024-0664,"Glow Dental Clinic, New Delhi, Delhi, India",D-2025-0468,10 Apr 2025,09 Apr 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.424350
DC-2024-0639,"Dr Chauhan's Bala Ji Dental Clinic, Alipur, Delhi, Delhi, India",D-2025-0469,10 Apr 2025,09 Apr 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.424350
DC-2025-0702,"Gupta Dental Care & Orthodontic Centre, Najafgarh, Delhi, Delhi, India",D-2025-0470,10 Apr 2025,09 Apr 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.424350
DC-2024-0641,"Swanil Dental, Hansi, Haryana, India",D-2025-0471,01 May 2025,30 Apr 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.424350
DC-2024-0626,"Pratap Dental Clinic, New Delhi, Delhi, India",D-2025-0472,01 May 2025,30 Apr 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.424350
DC-2025-0706,"Noida Dental Hospital, Greater Noida, Uttar Pradesh, India",D-2025-0473,01 May 2025,30 Apr 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.424350
DC-2024-0665,"Shreeji Dental Hospital, Jodhpur, Rajasthan, India",D-2025-0474,08 May 2025,07 May 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.426358
DC-2024-0616,"Dental De Care , Bangalore, Karnataka, India",D-2025-0475,08 May 2025,07 May 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.426358
DC-2025-0677,"Agarwal Dental Clinic, Ajmer, Rajasthan, India",D-2025-0476,08 May 2025,07 May 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.426358
DC-2025-0672,"Shri Balaji Dental And Cosmetic Clinic, Jaipur, Rajasthan, India",D-2025-0477,08 May 2025,07 May 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.426358
DC-2024-0661,"KR`s Dental Care, Jaipur, Rajasthan, India",D-2025-0478,15 May 2025,14 May 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.426358
DC-2024-0660,"Meda Daulati Dental & Craniofacial Hospital, Bharatpur, Rajasthan, India",D-2025-0479,15 May 2025,14 May 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.426358
DC-2024-0585,"Clove Dental (Unit of Star Dental Centre Pvt. Ltd.), Secunderabad, Telangana, India",D-2025-0480,15 May 2025,14 May 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.426358
DC-2025-0732,"Shri Balaji Dental Clinic, Sonipat, Haryana, India",D-2025-0481,15 May 2025,14 May 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.426358
DC-2025-0731,"Shristhi Dental Clinic, Rohtak, Haryana, India",D-2025-0482,15 May 2025,14 May 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.426358
DC-2024-0645,"Krupavathi Multispeciality Dental Clinic, Visakhapatnam, Andhra Pradesh, India",D-2025-0483,22 May 2025,21 May 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.428365
DC-2024-0655,"Neo Dental, Gurgaon, Haryana, India",D-2025-0484,22 May 2025,21 May 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.428365
DC-2024-0638,"Meghana Multi Speciality Dental Hospital, Tirupathi, Andhra Pradesh, India",D-2025-0485,22 May 2025,21 May 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.428365
DC-2024-0590,"Dentoral , Bhopal, Madhya Pradesh, India",D-2025-0486,22 May 2025,21 May 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.428365
DC-2025-0701,"Dental Dome, Jaipur, Rajasthan, India",D-2025-0487,22 May 2025,21 May 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.428365
DC-2025-0682,"Tyagi Dental Clinic, South West Delhi, Delhi, India",D-2025-0488,29 May 2025,28 May 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.428365
DC-2025-0717,"Smilera Dental Clinic, Jaipur, Rajasthan, India",D-2025-0489,29 May 2025,28 May 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.428365
DC-2024-0647,"Unique Dental Clinic, Faridabad, Haryana, India",D-2025-0490,29 May 2025,28 May 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.428365
DC-2025-0684,"Sushila Dental Clinic, Jaipur, Rajasthan, India",D-2025-0491,29 May 2025,28 May 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.430377
DC-2025-0700,"Dr. Singh's Dentistry, West Delhi, Delhi, India",D-2025-0492,05 Jun 2025,04 Jun 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.430377
DC-2025-0697,"Kalyani Dental Hospital, Hyderabad, Telangana, India",D-2025-0493,05 Jun 2025,04 Jun 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.430377
DC-2025-0725,"Dr. Om Parkash Dental Private Limited, Amritsar, Punjab, India",D-2025-0494,05 Jun 2025,04 Jun 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.430377
DC-2025-0713,"Bhardwaj's Multispeciality Dental Care Centre, Delhi, Delhi, India",D-2025-0495,05 Jun 2025,04 Jun 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.430377
DC-2025-0710,"Juneja Dental Clinic, New Delhi, Delhi, India",D-2025-0496,05 Jun 2025,04 Jun 2029,Accredited on 3rd Edition,NABH_Dental,Dental,India,Active,2025-09-27T16:03:54.430377
