serial_number,reference_number,name,accreditation_number,valid_from,valid_upto,remarks,additional_info,accreditation_level,accreditation_category,country,source,scraped_date,portal_url,row_number,data_version,city,state,address,valid_from_parsed,valid_upto_parsed,certification_status
436,PEH-2018-1684,"Aakar Multispeciality Hospital, Delhi, Delhi, India",13 Aug 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.164288,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,436,2.0,Delhi,Delhi,"Delhi, Delhi, India",,,Unknown
437,PEH-2018-1685,"Columbia Asia Hospitals Pvt. Ltd., Bangalore, Karnataka, India",13 Aug 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.164288,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,437,2.0,Bangalore,Karnataka,"Bangalore, Karnataka, India",,,Unknown
438,PEH-2018-1686,"Hyderabadi General Hospital and Nursing Home, Panipat, Haryana, India",13 Aug 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.164288,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,438,2.0,Panipat,Haryana,"Panipat, Haryana, India",,,Unknown
439,PEH-2018-1690,"Advanced Multi Specialty Hospitals, Mumbai, Maharashtra, India",14 Aug 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.164288,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,439,2.0,Mumbai,Maharashtra,"Mumbai, Maharashtra, India",,,Unknown
440,PEH-2018-1691,"New Medanta Hospital, Navi Mumbai, Maharashtra, India",14 Aug 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.164288,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,440,2.0,Navi Mumbai,Maharashtra,"Navi Mumbai, Maharashtra, India",,,Unknown
441,PEH-2018-1692,"Accord Multispeciality Hospital, Bhuj, Gujarat, India",14 Aug 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.164288,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,441,2.0,Bhuj,Gujarat,"Bhuj, Gujarat, India",,,Unknown
442,PEH-2018-1693,"Glean Cancer Centre, Bareilly, Uttar Pradesh, India",14 Aug 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.164288,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,442,2.0,Bareilly,Uttar Pradesh,"Bareilly, Uttar Pradesh, India",,,Unknown
443,PEH-2018-1695,"Premy Hospital, Gwalior, Madhya Pradesh, India",16 Aug 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.164288,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,443,2.0,Gwalior,Madhya Pradesh,"Gwalior, Madhya Pradesh, India",,,Unknown
444,PEH-2018-1696,"Guru Nanak Dev Super Specialty Hospital, Tarn Taran, Punjab, India",16 Aug 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.164288,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,444,2.0,Tarn Taran,Punjab,"Tarn Taran, Punjab, India",,,Unknown
445,PEH-2018-1697,"Patidar Hospital & Research Centre, Ujjain, Madhya Pradesh, India",17 Aug 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.164288,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,445,2.0,Ujjain,Madhya Pradesh,"Ujjain, Madhya Pradesh, India",,,Unknown
446,PEH-2018-1698,"Dr Ved Gupta Hospital, Amritsar, Punjab, India",17 Aug 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.164288,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,446,2.0,Amritsar,Punjab,"Amritsar, Punjab, India",,,Unknown
447,PEH-2018-1699,"Shri Ram Health Center, Shahdol, Madhya Pradesh, India",18 Aug 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.164288,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,447,2.0,Shahdol,Madhya Pradesh,"Shahdol, Madhya Pradesh, India",,,Unknown
448,PEH-2018-1703,"Jeevan Hospital, Chikkaballapur, Karnataka, India",21 Aug 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.164288,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,448,2.0,Chikkaballapur,Karnataka,"Chikkaballapur, Karnataka, India",,,Unknown
449,PEH-2018-1704,"Maitri Hospital, Kota, Rajasthan, India",21 Aug 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.164288,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,449,2.0,Kota,Rajasthan,"Kota, Rajasthan, India",,,Unknown
450,PEH-2018-1705,"Upkar Hospital, Varanasi, Uttar Pradesh, India",22 Aug 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.164288,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,450,2.0,Varanasi,Uttar Pradesh,"Varanasi, Uttar Pradesh, India",,,Unknown
451,PEH-2018-1706,"Shanti Devi Memorial Hospital, Faridabad, Haryana, India",22 Aug 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.164288,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,451,2.0,Faridabad,Haryana,"Faridabad, Haryana, India",,,Unknown
452,PEH-2018-1707,"Bhagyoday Tirth Chikitsalaya, Sagar, Sagara, Karnataka, India",22 Aug 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.164288,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,452,2.0,Sagara,Karnataka,"Sagar, Sagara, Karnataka, India",,,Unknown
453,PEH-2018-1708,"Ramraja Multispeciality Hospital And Trauma Centre Private Limited, Tikamgarh, Madhya Pradesh, India",22 Aug 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.164288,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,453,2.0,Tikamgarh,Madhya Pradesh,"Tikamgarh, Madhya Pradesh, India",,,Unknown
454,PEH-2018-1709,"Jeevan Jyoti Hospital And Research Centre Private Limited, Agra, Uttar Pradesh, India",23 Aug 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.164288,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,454,2.0,Agra,Uttar Pradesh,"Agra, Uttar Pradesh, India",,,Unknown
455,PEH-2018-1710,"Velan Speciality Hospital, Trichy, Tamil Nadu, India",24 Aug 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.164288,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,455,2.0,Trichy,Tamil Nadu,"Trichy, Tamil Nadu, India",,,Unknown
456,PEH-2018-1712,"Jeevan Rekha Hospital, Rajnandgaon, Chattisgarh, India",28 Aug 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.164288,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,456,2.0,Rajnandgaon,Chattisgarh,"Rajnandgaon, Chattisgarh, India",,,Unknown
457,PEH-2018-1713,"Latha Super Speciality Hospital, Vijayawada, Andhra Pradesh, India",28 Aug 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.172254,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,457,2.0,Vijayawada,Andhra Pradesh,"Vijayawada, Andhra Pradesh, India",,,Unknown
458,PEH-2018-1714,"Srisaisudhahospitals(Multispeciality), Tirupati, Andhra Pradesh, India",28 Aug 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.172254,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,458,2.0,Tirupati,Andhra Pradesh,"Tirupati, Andhra Pradesh, India",,,Unknown
459,PEH-2018-1719,"Shivam Nursing Home & Ultra Sound Centre, Saharanpur, Uttar Pradesh, India",01 Sep 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.172254,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,459,2.0,Saharanpur,Uttar Pradesh,"Saharanpur, Uttar Pradesh, India",,,Unknown
460,PEH-2018-1722,"Healing Tree Hospital(A Unit Of Dr. Home Healthcare Pvt. Ltd.), Ghaziabad, Uttar Pradesh, India",03 Sep 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.172254,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,460,2.0,Ghaziabad,Uttar Pradesh,"Ghaziabad, Uttar Pradesh, India",,,Unknown
461,PEH-2018-1723,"Morya Hospital, Pune, Maharashtra, India",03 Sep 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.173021,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,461,2.0,Pune,Maharashtra,"Pune, Maharashtra, India",,,Unknown
462,PEH-2018-1726,"Sambhram Hospital, Kolar, Karnataka, India",05 Sep 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.173566,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,462,2.0,Kolar,Karnataka,"Kolar, Karnataka, India",,,Unknown
463,PEH-2018-1731,"C.S.I (Basel Mission) Hospital, Gadag, Karnataka, India",06 Sep 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.173566,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,463,2.0,Gadag,Karnataka,"Gadag, Karnataka, India",,,Unknown
464,PEH-2018-1732,"Shital Chhaya Hospital Pvt Ltd , Jabalpur, Madhya Pradesh, India",06 Sep 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.173566,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,464,2.0,Jabalpur,Madhya Pradesh,"Jabalpur, Madhya Pradesh, India",,,Unknown
465,PEH-2018-1735,"Hind Institute Of Medical Sciences , Barabanki, Uttar Pradesh, India",06 Sep 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.174177,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,465,2.0,Barabanki,Uttar Pradesh,"Barabanki, Uttar Pradesh, India",,,Unknown
466,PEH-2018-1736,"Aravind Eye Hospital, Theni, Tamil Nadu, India",07 Sep 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.174177,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,466,2.0,Theni,Tamil Nadu,"Theni, Tamil Nadu, India",,,Unknown
467,PEH-2018-1737,"Dr. P. K. Saha Hospital Pvt. Ltd., Cooch Behar, West Bengal, India",08 Sep 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.174177,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,467,2.0,Cooch Behar,West Bengal,"Cooch Behar, West Bengal, India",,,Unknown
468,PEH-2018-1738,"Ram Hitech Hospital, Guna, Madhya Pradesh, India",08 Sep 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.174714,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,468,2.0,Guna,Madhya Pradesh,"Guna, Madhya Pradesh, India",,,Unknown
469,PEH-2018-1739,"Pims Medical & Education Charitable Society, Jalandhar, Punjab, India",10 Sep 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.174714,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,469,2.0,Jalandhar,Punjab,"Jalandhar, Punjab, India",,,Unknown
470,PEH-2018-1740,"Indrayani Hospital And Cancer Institute, Pune, Maharashtra, India",11 Sep 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.174714,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,470,2.0,Pune,Maharashtra,"Pune, Maharashtra, India",,,Unknown
471,PEH-2018-1741,"Sharda Narayan Health Care Private Limited, Srirangam, Tamil Nadu, India",11 Sep 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.175253,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,471,2.0,Srirangam,Tamil Nadu,"Srirangam, Tamil Nadu, India",,,Unknown
472,PEH-2018-1742,"Jhalawar Hospital & Medical College, Jhalawar, Rajasthan, India",12 Sep 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.175253,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,472,2.0,Jhalawar,Rajasthan,"Jhalawar, Rajasthan, India",,,Unknown
473,PEH-2018-1745,"Suman Hospitals Pvt Ltd, Nasik, Maharashtra, India",12 Sep 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.175253,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,473,2.0,Nasik,Maharashtra,"Nasik, Maharashtra, India",,,Unknown
474,PEH-2018-1746,"Chandak Hospital, Latur, Maharashtra, India",12 Sep 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.175785,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,474,2.0,Latur,Maharashtra,"Latur, Maharashtra, India",,,Unknown
475,PEH-2018-1747,"Suretech Cardiolgy,Polytrauma & Super Speciality Hospital, Nagpur, Maharashtra, India",13 Sep 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.175785,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,475,2.0,Nagpur,Maharashtra,"Polytrauma & Super Speciality Hospital, Nagpur, Maharashtra, India",,,Unknown
476,PEH-2018-1748,"Aditya Diagnostics And Hospitals, Dibrugarh, Assam, India",14 Sep 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.175785,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,476,2.0,Dibrugarh,Assam,"Dibrugarh, Assam, India",,,Unknown
477,PEH-2018-1752,"Care Hospital , Varanasi, Uttar Pradesh, India",18 Sep 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.176316,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,477,2.0,Varanasi,Uttar Pradesh,"Varanasi, Uttar Pradesh, India",,,Unknown
478,PEH-2018-1753,"Flores Hospital, Ghaziabad, Uttar Pradesh, India",19 Sep 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.176316,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,478,2.0,Ghaziabad,Uttar Pradesh,"Ghaziabad, Uttar Pradesh, India",,,Unknown
479,PEH-2018-1755,"Aiyshwariya Hospital, Trichy, Tamil Nadu, India",20 Sep 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.176316,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,479,2.0,Trichy,Tamil Nadu,"Trichy, Tamil Nadu, India",,,Unknown
480,PEH-2018-1757,"Brahmaputra Diagnostics &Hospital Ltd., Dibrugarh, Assam, India",21 Sep 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.176848,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,480,2.0,Dibrugarh,Assam,"Dibrugarh, Assam, India",,,Unknown
481,PEH-2018-1760,"Aashirwad Nursing Home Heart & Diabetes Center, New Delhi, Delhi, India",21 Sep 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.176848,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,481,2.0,New Delhi,Delhi,"New Delhi, Delhi, India",,,Unknown
482,PEH-2018-1762,"Omega Hospitals (Guntur Institute Of Oncology), Guntur, Andhra Pradesh, India",22 Sep 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.176848,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,482,2.0,Guntur,Andhra Pradesh,"Guntur, Andhra Pradesh, India",,,Unknown
483,PEH-2018-1765,"South City Hospital, Bangalore, Karnataka, India",24 Sep 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.177380,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,483,2.0,Bangalore,Karnataka,"Bangalore, Karnataka, India",,,Unknown
484,PEH-2018-1767,"Sri Kumaran Hospital, Tiruchirappalli, Tamil Nadu, India",26 Sep 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.177380,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,484,2.0,Tiruchirappalli,Tamil Nadu,"Tiruchirappalli, Tamil Nadu, India",,,Unknown
485,PEH-2018-1769,"Medipoints Hospitals Pvt. Ltd., Pune, Maharashtra, India",26 Sep 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.177380,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,485,2.0,Pune,Maharashtra,"Pune, Maharashtra, India",,,Unknown
486,PEH-2018-1771,"Shri Sankalp Medical And Research Institute Pvt Ltd., Raipur, Chattisgarh, India",28 Sep 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.177913,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,486,2.0,Raipur,Chattisgarh,"Raipur, Chattisgarh, India",,,Unknown
487,PEH-2018-1773,"Aishwaryam Speciality Hospital, Salem, Tamil Nadu, India",28 Sep 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.177913,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,487,2.0,Salem,Tamil Nadu,"Salem, Tamil Nadu, India",,,Unknown
488,PEH-2018-1775,"Alka Hospital And Sonography Clinic, Mehsana, Gujarat, India",28 Sep 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.177913,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,488,2.0,Mehsana,Gujarat,"Mehsana, Gujarat, India",,,Unknown
489,PEH-2018-1778,"Chavan Hospital, Pune, Maharashtra, India",06 Oct 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.177913,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,489,2.0,Pune,Maharashtra,"Pune, Maharashtra, India",,,Unknown
490,PEH-2018-1781,"Lifecare Hospital, Ratnagiri, Maharashtra, India",09 Oct 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.178443,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,490,2.0,Ratnagiri,Maharashtra,"Ratnagiri, Maharashtra, India",,,Unknown
491,PEH-2018-1782,"Hassan Institute Of Medical Sciences, Hassan, Karnataka, India",09 Oct 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.178443,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,491,2.0,Hassan,Karnataka,"Hassan, Karnataka, India",,,Unknown
492,PEH-2018-1784,"Anandam Hospital , Yavatmal, Maharashtra, India",10 Oct 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.178443,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,492,2.0,Yavatmal,Maharashtra,"Yavatmal, Maharashtra, India",,,Unknown
493,PEH-2018-1786,"Vinayaka Mission’S Kirupananda Variyar Medical College And Hospitals, Salem, Tamil Nadu, India",12 Oct 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.178972,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,493,2.0,Salem,Tamil Nadu,"Salem, Tamil Nadu, India",,,Unknown
494,PEH-2018-1787,"S.B. Mittal Memorial Heart & Critical Care , Sikar, Rajasthan, India",12 Oct 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.178972,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,494,2.0,Sikar,Rajasthan,"Sikar, Rajasthan, India",,,Unknown
495,PEH-2018-1789,"Mahavir Hospital And Research Centre, Hyderabad, Telangana, India",13 Oct 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.178972,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,495,2.0,Hyderabad,Telangana,"Hyderabad, Telangana, India",,,Unknown
496,PEH-2018-1794,"Nanda Hospital, Una, Himachal Pradesh, India",17 Oct 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.179503,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,496,2.0,Una,Himachal Pradesh,"Una, Himachal Pradesh, India",,,Unknown
497,PEH-2018-1796,"Popular Medicare Limited Unit Mirzapur, Mirzapur City, Uttar Pradesh, India",19 Oct 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.179503,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,497,2.0,Mirzapur City,Uttar Pradesh,"Mirzapur City, Uttar Pradesh, India",,,Unknown
498,PEH-2018-1797,"Ann Hospital, Chennai, Tamil Nadu, India",20 Oct 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.179503,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,498,2.0,Chennai,Tamil Nadu,"Chennai, Tamil Nadu, India",,,Unknown
499,PEH-2018-1802,"Karthik Multi Specialty Hospital, Sivagangai, Tamil Nadu, India",24 Oct 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.180018,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,499,2.0,Sivagangai,Tamil Nadu,"Sivagangai, Tamil Nadu, India",,,Unknown
500,PEH-2018-1805,"Kovai Medical Center And Hospital (Kmch) - Sulur, Coimbatore, Tamil Nadu, India",26 Oct 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.181828,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,500,2.0,Coimbatore,Tamil Nadu,"Coimbatore, Tamil Nadu, India",,,Unknown
501,PEH-2018-1807,"Utkal Healthcare Private Limited, Khurda, Orissa, India",26 Oct 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.181828,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,501,2.0,Khurda,Orissa,"Khurda, Orissa, India",,,Unknown
502,PEH-2018-1809,"Citicare Superspeciality Hospital, Aurangabad, Maharashtra, India",30 Oct 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.181828,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,502,2.0,Aurangabad,Maharashtra,"Aurangabad, Maharashtra, India",,,Unknown
503,PEH-2018-1812,"Parvati Hospital Pvt Ltd, Prayagraj, Uttar Pradesh, India",01 Nov 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.181828,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,503,2.0,Prayagraj,Uttar Pradesh,"Prayagraj, Uttar Pradesh, India",,,Unknown
504,PEH-2018-1813,"Dr.ShuklaS Shraddha Multispeciality Hospital Pvt.Ltd., Jamnagar, Gujarat, India",01 Nov 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.181828,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,504,2.0,Jamnagar,Gujarat,"Jamnagar, Gujarat, India",,,Unknown
505,PEH-2018-1814,"Jadia Orthopedic And Maternity Hospital, Vadodara, Gujarat, India",01 Nov 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.181828,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,505,2.0,Vadodara,Gujarat,"Vadodara, Gujarat, India",,,Unknown
